"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
15 18 11 85 23 132 12 3 85 36 12 0 14 13 10
13 20 10 85 21 120 19 11 83 23 9 NA 14 7 10
25 15 9 40 18 117 30 3 78 20 5 NA 13 11 12
11 12 10 86 19 123 19 3 61 35 4 NA 18 9 10
6 12 11 62 19 110 35 7 67 23 4 0 8 13 12
13 18 9 82 10 114 17 7 100 22 13 0 8 11 11
10 17 10 80 9 121 13 4 82 34 11 0 15 13 12
12 8 10 81 21 115 22 4 77 31 9 0 13 9 12
11 15 11 64 21 113 14 7 98 33 10 0 18 7 10
20 13 10 71 19 125 16 3 81 28 12 0 15 14 12
12 14 11 67 22 125 12 11 79 31 14 0 15 11 9
18 15 10 84 19 126 22 8 78 39 9 0 13 9 11
16 10 10 80 17 117 29 7 84 20 10 0 17 7 11
5 17 11 80 10 129 15 10 75 23 5 0 15 8 10
11 19 11 87 19 118 17 7 86 36 12 NA 14 10 11
9 7 11 80 10 133 16 10 94 23 9 NA 13 6 9
6 8 11 86 10 121 35 8 91 24 9 0 19 12 11
16 9 12 74 19 125 13 7 78 27 11 0 8 9 11
19 7 10 81 20 104 30 5 75 28 11 0 8 11 10
9 8 10 89 20 114 22 5 90 18 11 0 9 10 9
12 12 10 87 21 106 23 5 81 26 14 0 19 12 10
16 19 10 89 17 110 17 5 73 27 9 0 16 9 10
15 17 11 79 8 125 17 9 89 23 4 0 14 9 11
10 16 9 80 10 118 24 3 80 14 4 0 7 6 10
9 13 10 72 21 129 22 4 72 17 12 0 14 11 10
16 16 10 89 17 115 12 10 83 27 11 0 8 6 10
8 15 11 78 9 124 15 3 83 28 8 0 15 13 9
17 7 10 82 20 120 25 9 88 24 11 NA 13 6 9
21 14 9 76 19 125 23 2 83 27 7 0 17 10 10
9 13 9 83 20 129 20 4 78 25 5 NA 13 11 10
11 19 9 89 8 116 24 11 83 44 7 0 16 11 10
16 13 10 63 16 116 25 5 86 29 9 0 8 11 12
14 11 10 88 8 119 21 9 84 30 11 0 13 11 10
16 15 12 78 21 118 10 2 91 23 12 0 14 15 11
9 18 11 75 19 114 31 10 92 22 10 0 18 14 10
16 17 12 83 10 119 20 7 81 27 8 NA 14 6 11
10 15 9 78 21 119 19 4 86 22 11 0 9 7 10
11 8 11 86 21 121 16 4 85 23 4 0 13 6 9
10 7 12 80 21 128 35 10 89 30 9 0 10 10 10
9 15 10 65 18 121 27 9 81 16 10 NA 14 10 11
12 12 11 72 18 127 12 4 76 35 14 0 17 9 9
18 17 10 81 23 121 22 6 85 33 10 NA 17 9 12
9 16 10 85 11 123 14 9 78 29 9 0 18 10 11
13 21 12 75 19 130 22 5 84 19 11 NA 17 14 10
10 15 12 91 17 122 17 6 85 41 8 NA 9 4 9
16 8 11 42 17 122 11 8 81 24 8 0 15 11 10
14 13 9 75 18 129 12 8 94 36 9 NA 8 10 8
12 16 11 83 11 123 23 8 86 15 6 0 15 7 9
17 7 11 77 23 123 23 5 96 17 5 NA 15 9 11
19 18 10 81 19 111 8 8 74 31 11 0 19 9 9
13 13 11 80 20 120 10 11 81 22 7 0 15 11 12
8 16 10 73 19 120 23 7 97 27 11 0 16 12 10
7 19 11 83 20 115 34 6 83 22 11 0 13 4 13
11 15 11 33 20 129 8 7 72 39 8 0 18 9 11
7 17 12 83 21 111 37 7 77 24 6 0 17 5 10
10 17 10 87 17 123 10 5 76 16 9 NA 7 11 10
14 16 10 78 18 125 23 9 71 39 13 0 8 11 8
8 13 11 85 20 120 22 6 82 30 5 0 17 9 10
14 13 9 67 17 116 10 9 74 29 11 0 17 9 10
17 9 12 77 19 117 22 5 70 27 10 NA 9 11 9
8 8 9 93 19 125 15 4 75 11 10 0 8 4 9
11 14 11 100 20 125 12 5 73 42 6 0 12 5 11
12 17 11 88 19 123 14 6 103 39 8 0 9 11 9
10 8 11 82 18 112 24 8 81 37 12 0 16 10 9
23 15 11 77 19 134 21 6 87 24 10 0 12 11 10
15 9 12 75 16 133 27 7 83 24 9 NA 17 13 10
13 17 11 65 17 110 14 9 98 24 9 0 8 6 9
12 17 12 85 10 114 13 11 45 23 9 NA 15 5 10
18 8 11 83 9 126 25 9 83 28 11 NA 17 4 9
8 14 10 89 19 124 20 7 48 43 4 0 16 15 10
14 14 11 91 18 123 16 10 97 27 10 NA 19 11 11
9 19 11 71 20 126 18 7 75 30 13 NA 9 7 12
23 8 11 86 22 122 12 6 73 24 8 NA 13 14 11
6 15 10 72 9 124 21 3 46 27 5 0 14 7 10
9 18 12 83 19 107 27 8 102 28 13 0 13 4 12
4 18 10 40 21 119 31 5 93 34 11 0 16 11 12
11 15 11 75 22 120 14 3 74 25 3 0 18 8 9
17 15 11 88 16 119 19 7 79 29 5 NA 15 12 10
21 15 12 80 21 125 13 5 76 36 13 0 7 7 12
18 17 11 76 9 128 14 6 68 36 4 0 6 11 9
18 16 11 78 9 118 21 9 78 28 11 0 18 4 10
8 15 10 81 20 123 20 2 81 33 11 NA 18 12 11
6 17 9 76 18 116 24 9 90 26 9 0 9 13 11
15 17 10 84 19 114 8 7 79 26 9 0 19 8 11
10 15 9 86 19 135 15 3 100 25 9 NA 9 9 9
10 13 13 93 20 130 14 5 84 23 10 NA 17 11 8
7 8 9 71 21 117 22 6 77 12 11 NA 15 9 10
16 17 11 38 17 128 19 2 98 27 10 NA 15 11 10
8 17 11 76 19 126 18 5 88 25 11 0 12 11 11
18 17 11 76 23 114 25 12 78 25 10 0 17 5 10
10 10 11 69 21 120 23 3 94 34 11 0 18 9 11
11 15 10 75 19 129 24 7 84 33 10 0 19 13 11
13 14 10 85 8 126 35 4 85 27 4 0 17 6 9
26 20 11 73 19 117 11 9 78 35 9 0 15 12 10
13 15 9 88 21 134 24 8 76 37 3 NA 17 10 13
11 6 12 78 18 124 22 7 85 26 10 NA 16 12 10
21 9 10 75 19 123 16 5 86 40 9 NA 8 11 10
9 18 9 73 9 123 30 5 85 27 5 0 17 9 12
4 13 12 69 21 118 19 3 80 24 6 0 16 13 10
13 7 11 74 21 121 27 7 79 41 13 0 7 8 9
