"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
10 63 437 103 515 941 5 14 96 13 28 0 119 28 679
10 78 445 124 463 892 8 6 99 10 39 NA 109 20 716
7 61 409 114 477 956 13 11 108 6 15 NA 106 21 711
9 60 459 102 539 918 5 14 108 10 22 NA 89 26 708
6 97 397 106 409 833 8 11 101 11 28 0 113 17 702
5 71 455 114 571 1000 10 7 109 11 29 2 104 34 638
4 77 448 120 523 948 8 13 131 13 37 0 110 24 789
4 77 452 119 525 981 7 10 92 10 27 0 104 22 674
5 70 451 122 489 916 9 12 124 11 29 1 111 24 694
6 56 461 109 551 974 3 8 95 7 31 0 89 23 677
7 61 455 98 512 924 14 19 121 11 41 0 120 30 783
8 66 505 106 553 974 6 22 130 17 22 1 91 26 730
11 81 511 129 606 961 9 11 104 9 33 0 125 18 781
4 82 412 131 448 918 10 10 98 10 37 0 100 27 759
6 74 511 112 552 922 11 15 107 13 21 NA 99 23 787
6 61 436 113 462 900 11 11 111 18 29 NA 98 15 719
6 81 428 109 482 930 14 21 114 11 32 0 107 32 687
11 83 494 105 606 1014 14 14 104 7 24 1 108 35 686
10 82 488 120 517 961 18 5 115 12 14 0 102 33 667
4 81 480 142 520 881 11 13 112 12 32 0 128 25 705
6 64 421 101 433 886 13 13 113 4 29 0 89 34 730
11 77 426 120 506 964 7 21 100 8 15 1 100 24 778
8 66 430 88 442 900 9 13 115 10 36 2 114 13 695
9 67 460 135 498 937 10 12 103 15 24 1 108 36 675
9 112 499 125 592 931 6 10 100 10 37 0 98 40 751
8 87 440 134 525 886 16 7 117 12 39 0 105 35 719
7 69 454 101 510 921 15 6 107 15 22 0 102 28 700
5 59 447 106 456 938 6 16 117 11 52 NA 135 22 732
10 44 415 122 217 931 5 7 101 7 14 0 111 17 705
11 87 407 106 483 895 9 9 119 11 28 NA 111 19 712
6 81 484 129 538 889 15 20 112 14 24 0 115 31 667
10 87 417 129 430 952 6 14 114 12 37 3 97 39 752
6 61 428 111 517 963 13 8 121 8 35 1 115 40 796
7 76 477 115 255 927 6 12 104 7 25 1 138 48 737
10 72 441 104 508 913 13 5 125 5 26 0 128 18 719
8 78 460 113 569 1020 6 2 99 11 32 NA 117 18 705
11 87 393 134 467 917 7 14 126 14 11 1 90 26 657
5 63 462 125 551 1003 7 13 55 11 21 0 101 40 725
3 80 426 97 417 918 11 7 103 13 29 0 129 19 690
8 80 393 110 538 933 8 17 129 8 41 NA 47 23 680
12 74 467 104 510 922 3 11 126 9 39 1 107 26 709
7 80 443 109 492 949 11 22 109 11 23 NA 109 16 724
5 71 408 107 527 913 3 11 115 6 17 0 103 23 627
6 85 407 120 403 869 6 11 106 11 14 NA 106 33 665
10 77 450 123 578 914 11 15 127 6 28 NA 117 29 690
11 77 427 107 481 937 17 9 97 6 24 0 139 27 699
9 67 392 123 516 917 6 15 98 15 12 NA 91 40 740
8 94 491 52 616 929 6 13 111 9 25 0 147 36 647
15 76 469 106 528 877 7 15 123 9 25 NA 129 26 703
9 103 565 123 513 933 9 12 104 12 21 0 96 13 725
4 80 435 116 452 900 13 23 102 13 36 1 83 21 687
4 46 445 100 548 993 14 12 109 11 26 1 138 10 663
9 69 382 99 511 934 14 8 116 7 45 0 102 34 627
8 83 418 110 504 995 9 13 106 15 36 1 119 12 696
8 71 445 130 519 895 12 5 143 5 37 0 78 38 679
7 64 495 103 546 992 9 13 91 10 19 NA 85 30 681
10 67 467 108 560 908 11 12 91 6 13 3 138 31 638
5 55 423 92 465 870 5 15 101 11 30 0 127 20 663
11 66 459 101 444 924 7 17 98 14 25 0 104 22 691
7 89 426 61 406 909 12 13 94 14 37 NA 135 25 700
