"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 52 17 52 17 100 3.92
"2" "kukd" 399 0 0 1 NA 212 27 210 24 100 1.88
"3" "kuku" 1873 0 0 1 NA 1057 54 1058 53 100 1.77
"4" "pkd" 901 0 0 1 NA 455 28 455 26 100 1.98
"5" "pku" 2031 0 0 1 NA 1350 69 1355 67 100 1.5
"6" "pp" 16685 0 0 1 NA 4635 95 4644 96 100 3.6
"7" "tdkd" 82 0.04 NA 0.96 NA 56 14 54 14 100 1.46
"8" "tdku" 65 0.01 NA 0.99 NA 33 10 32 7 100 1.97
"9" "tdp" 1082 0 0 1 NA 588 33 586 34 100 1.84
"10" "tdtd" 221 0.02 NA 0.98 NA 151 36 152 42 100 1.46
"11" "tukd" 99 0.26 NA 0.81 NA 90 13 91 12 100 1.1
"12" "tuku" 1 0.55 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 497 0 0 1 NA 402 34 404 33 100 1.24
"14" "tutd" 102 0.55 NA 0.49 NA 103 17 103 15 100 0.99
"15" "tutu" 3575 0 0 1 NA 2500 76 2502 70 100 1.43
