"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 19 58 22 100 3.57
"2" "kukd" 438 0 0 1 NA 235 36 238 29 100 1.86
"3" "kuku" 2103 0 0 1 NA 1249 67 1239 62 100 1.68
"4" "pkd" 981 0 0 1 NA 516 38 524 29 100 1.9
"5" "pku" 2297 0 0 1 NA 1575 126 1586 80 100 1.46
"6" "pp" 18008 0 0 1 NA 5462 123 5456 113 100 3.3
"7" "tdkd" 88 0.11 NA 0.89 NA 65 18 62 15 100 1.35
"8" "tdku" 76 0 0 1 NA 40 10 41 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 695 37 701 35 100 1.73
"10" "tdtd" 231 0.2 NA 0.8 NA 182 48 171 39 100 1.27
"11" "tukd" 111 0.56 NA 0.5 NA 112 15 112 14 100 0.99
"12" "tuku" 1 0.65 NA 0.69 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.02 NA 0.98 NA 498 35 496 30 100 1.17
"14" "tutd" 123 0.49 NA 0.53 NA 122 18 121 16 100 1.01
"15" "tutu" 4391 0 0 1 NA 3162 103 3158 79 100 1.39
