"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 17 64 19 100 3.45
"2" "kukd" 432 0 0 1 NA 234 27 235 25 100 1.85
"3" "kuku" 2049 0 0 1 NA 1204 61 1206 68 100 1.7
"4" "pkd" 963 0 0 1 NA 507 29 504 29 100 1.9
"5" "pku" 2240 0 0 1 NA 1514 114 1514 90 100 1.48
"6" "pp" 17671 0 0 1 NA 5254 103 5260 105 100 3.36
"7" "tdkd" 87 0.09 NA 0.91 NA 64 19 61 15 100 1.36
"8" "tdku" 72 0 0 1 NA 38 11 38 11 100 1.89
"9" "tdp" 1179 0 0 1 NA 665 37 664 34 100 1.77
"10" "tdtd" 229 0.13 NA 0.87 NA 174 50 170 42 100 1.32
"11" "tukd" 107 0.53 NA 0.5 NA 107 13 108 14 100 1
"12" "tuku" 1 0.67 NA 0.65 NA 1 2 1 1 100 1
"13" "tup" 566 0.01 NA 0.99 NA 483 38 484 36 100 1.17
"14" "tutd" 120 0.49 NA 0.57 NA 119 20 119 16 100 1.01
"15" "tutu" 4171 0 0 1 NA 2998 103 3014 104 100 1.39
