"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 23 8 23 7 100 1.96
"2" "kukd" 100 0 0 1 NA 57 15 58 14 100 1.75
"3" "kuku" 113 0 0 1 NA 67 12 66 12 100 1.69
"4" "pkd" 94 0 0 1 NA 32 8 31 9 100 2.94
"5" "pku" 105 0 0 1 NA 58 13 57 12 100 1.81
"6" "pp" 3363 0 0 1 NA 129 16 128 18 100 26.07
"7" "tdkd" 1 0.37 NA 0.88 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.88 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 15 5 14 4 100 2.53
"10" "tdtd" 17 0.15 NA 0.87 NA 11 5 11 4 100 1.55
"11" "tukd" 0 1 NA 0.68 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.95 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 5 3 5 3 100 7.8
"14" "tutd" 11 0.36 NA 0.76 NA 9 3 9 3 100 1.22
"15" "tutu" 40 0 0 1 NA 22 6 22 7 100 1.82
