"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 18 59 15 100 3.45
"2" "kukd" 432 0 0 1 NA 232 28 232 22 100 1.86
"3" "kuku" 2049 0 0 1 NA 1202 64 1205 68 100 1.7
"4" "pkd" 963 0 0 1 NA 502 33 500 33 100 1.92
"5" "pku" 2240 0 0 1 NA 1514 82 1508 87 100 1.48
"6" "pp" 17671 0 0 1 NA 5261 123 5256 125 100 3.36
"7" "tdkd" 87 0.08 NA 0.92 NA 65 16 65 17 100 1.34
"8" "tdku" 72 0 0 1 NA 38 10 39 10 100 1.89
"9" "tdp" 1179 0 0 1 NA 669 39 668 44 100 1.76
"10" "tdtd" 229 0.12 NA 0.9 NA 172 42 168 38 100 1.33
"11" "tukd" 107 0.5 NA 0.55 NA 106 15 106 14 100 1.01
"12" "tuku" 1 0.65 NA 0.62 NA 1 2 1 1 100 1
"13" "tup" 566 0.02 NA 0.98 NA 476 35 475 35 100 1.19
"14" "tutd" 120 0.48 NA 0.53 NA 119 18 117 16 100 1.01
"15" "tutu" 4171 0 0 1 NA 2994 89 2998 95 100 1.39
