"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.04 NA 0.98 NA 11 4 11 3 100 1.73
"2" "kukd" 139 0 0 1 NA 98 13 98 13 100 1.42
"3" "kuku" 876 0 0 1 NA 580 41 581 39 100 1.51
"4" "pkd" 299 0 0 1 NA 256 17 256 16 100 1.17
"5" "pku" 1102 0 0 1 NA 963 91 965 77 100 1.14
"6" "pp" 4469 0 0 1 NA 3520 75 3521 70 100 1.27
"7" "tdkd" 12 0.81 NA 0.26 NA 15 5 15 4 100 0.8
"8" "tdku" 18 0.66 NA 0.43 NA 19 7 19 7 100 0.95
"9" "tdp" 325 0.87 NA 0.13 NA 346 26 346 16 100 0.94
"10" "tdtd" 10 0.97 NA 0.07 NA 17 4 16 3 100 0.59
"11" "tukd" 48 0.77 NA 0.28 NA 52 9 54 7 100 0.92
"12" "tuku" 1 0.38 NA 0.89 NA 1 1 0 0 100 1
"13" "tup" 297 0.74 NA 0.27 NA 316 30 315 30 100 0.94
"14" "tutd" 66 0.62 NA 0.39 NA 70 14 70 15 100 0.94
"15" "tutu" 2397 0 0 1 NA 1540 80 1536 83 100 1.56
