"group" "motif_type" "counts" "total_count"
"1" "others" 2 80
"1" "others" 3 21
"1" "others" 4 15
"1" "others" 5 8
"1" "others" 6 5
"1" "others" 7 5
"1" "others" 8 1
"1" "others" 9 3
"1" "others" 11 1
"1" "others" 18 1
"1" "protein_complexes" 2 391
"1" "protein_complexes" 3 81
"1" "protein_complexes" 4 17
"1" "protein_complexes" 5 10
"1" "protein_complexes" 6 6
"1" "protein_complexes" 7 3
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 212
"1" "regulatory_triplets" 3 27
"1" "regulatory_triplets" 4 11
"1" "regulatory_triplets" 5 4
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 11 1
"1" "signaling_triplets" 2 217
"1" "signaling_triplets" 3 38
"1" "signaling_triplets" 4 13
"1" "signaling_triplets" 5 7
"1" "signaling_triplets" 6 1
"1" "signaling_triplets" 9 1
"2" "others" 2 83
"2" "others" 3 18
"2" "others" 4 12
"2" "others" 5 4
"2" "others" 6 2
"2" "others" 7 4
"2" "others" 8 4
"2" "others" 11 2
"2" "others" 12 1
"2" "others" 14 1
"2" "others" 17 1
"2" "others" 21 1
"2" "others" 34 1
"2" "others" 45 1
"2" "protein_complexes" 2 371
"2" "protein_complexes" 3 63
"2" "protein_complexes" 4 21
"2" "protein_complexes" 5 14
"2" "protein_complexes" 6 1
"2" "protein_complexes" 8 3
"2" "protein_complexes" 21 1
"2" "regulatory_triplets" 2 176
"2" "regulatory_triplets" 3 26
"2" "regulatory_triplets" 4 3
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 9 1
"2" "signaling_triplets" 2 209
"2" "signaling_triplets" 3 43
"2" "signaling_triplets" 4 10
"2" "signaling_triplets" 5 6
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 8 1
"2" "signaling_triplets" 11 1
"3" "others" 2 70
"3" "others" 3 20
"3" "others" 4 9
"3" "others" 5 6
"3" "others" 6 1
"3" "others" 7 1
"3" "others" 8 2
"3" "others" 9 1
"3" "others" 10 2
"3" "others" 11 1
"3" "others" 13 1
"3" "others" 14 2
"3" "others" 19 2
"3" "others" 41 1
"3" "protein_complexes" 2 411
"3" "protein_complexes" 3 71
"3" "protein_complexes" 4 18
"3" "protein_complexes" 5 7
"3" "protein_complexes" 6 4
"3" "regulatory_triplets" 2 190
"3" "regulatory_triplets" 3 22
"3" "regulatory_triplets" 4 17
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 8 1
"3" "regulatory_triplets" 23 1
"3" "signaling_triplets" 2 242
"3" "signaling_triplets" 3 41
"3" "signaling_triplets" 4 15
"3" "signaling_triplets" 5 7
"3" "signaling_triplets" 6 4
"3" "signaling_triplets" 7 1
"3" "signaling_triplets" 10 1
"4" "others" 2 83
"4" "others" 3 16
"4" "others" 4 7
"4" "others" 5 2
"4" "others" 6 1
"4" "others" 7 2
"4" "others" 8 3
"4" "others" 9 2
"4" "others" 11 2
"4" "others" 12 2
"4" "others" 15 1
"4" "protein_complexes" 2 453
"4" "protein_complexes" 3 74
"4" "protein_complexes" 4 16
"4" "protein_complexes" 5 8
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 2
"4" "protein_complexes" 8 1
"4" "protein_complexes" 14 1
"4" "regulatory_triplets" 2 197
"4" "regulatory_triplets" 3 27
"4" "regulatory_triplets" 4 4
"4" "regulatory_triplets" 5 2
"4" "regulatory_triplets" 6 4
"4" "regulatory_triplets" 7 1
"4" "regulatory_triplets" 10 1
"4" "signaling_triplets" 2 224
"4" "signaling_triplets" 3 41
"4" "signaling_triplets" 4 10
"4" "signaling_triplets" 5 6
"4" "signaling_triplets" 7 1
"4" "signaling_triplets" 8 1
"4" "signaling_triplets" 9 1
"4" "signaling_triplets" 10 1
"4" "signaling_triplets" 20 1
"5" "others" 2 56
