"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 30 14 28 13 100 4.97
"2" "kukd" 234 0 0 1 NA 104 17 104 16 100 2.25
"3" "kuku" 1009 0 0 1 NA 475 34 468 31 100 2.12
"4" "pkd" 566 0 0 1 NA 217 31 217 24 100 2.61
"5" "pku" 1103 0 0 1 NA 589 51 591 32 100 1.87
"6" "pp" 11934 0 0 1 NA 2069 62 2060 54 100 5.77
"7" "tdkd" 37 0.12 NA 0.89 NA 25 13 24 10 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 233 20 230 16 100 2.87
"10" "tdtd" 133 0.01 NA 0.99 NA 50 23 47 21 100 2.66
"11" "tukd" 46 0.4 NA 0.65 NA 43 8 43 9 100 1.07
"12" "tuku" 0 1 NA 0.65 NA 0 1 0 0 100 NA
"13" "tup" 101 0.98 NA 0.02 NA 156 18 156 16 100 0.65
"14" "tutd" 44 0.15 NA 0.87 NA 35 9 36 8 100 1.26
"15" "tutu" 1600 0 0 1 NA 920 45 916 44 100 1.74
