"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
6 54 369 144 457 1356 16 37 293 26 36 0 133 70 876
10 77 400 145 501 1285 19 13 250 20 39 1 191 66 744
8 51 369 119 466 1293 13 4 275 27 13 0 103 58 677
7 56 395 134 547 1393 15 10 258 30 40 0 145 90 779
6 69 344 110 516 1334 9 27 262 34 14 NA 126 30 761
4 50 435 101 479 1358 19 15 274 23 34 NA 112 70 711
7 74 387 135 557 1377 13 19 271 30 35 0 136 56 697
11 59 465 130 511 1382 16 8 249 36 26 1 153 73 752
7 53 435 139 474 1412 19 20 252 32 26 NA 161 57 683
11 81 428 152 562 1412 9 17 267 29 38 0 116 52 788
13 79 401 122 496 1415 15 7 245 13 32 NA 161 48 825
6 65 360 128 446 1276 10 24 272 18 27 0 122 56 829
7 72 361 115 467 1330 18 40 263 28 26 NA 123 39 763
17 74 427 116 507 1323 13 25 218 23 43 1 143 64 739
2 68 473 109 519 1313 13 11 268 30 33 0 155 52 731
8 56 403 61 556 1412 21 30 240 31 25 NA 116 70 746
9 65 413 117 471 1289 12 16 264 14 24 1 111 67 805
7 92 405 134 563 1440 12 22 282 17 31 4 147 60 718
16 66 447 115 540 1456 16 12 268 27 37 1 157 59 850
8 56 377 131 524 1426 14 15 267 27 21 0 153 61 744
10 73 397 134 523 1464 16 21 279 28 31 NA 116 62 755
13 88 404 127 472 1321 13 26 268 22 34 0 120 61 824
8 65 443 127 467 1337 9 10 237 29 31 1 131 31 833
11 32 366 118 525 1354 6 25 233 21 37 0 140 70 838
10 72 433 126 508 1346 13 18 248 33 21 0 154 91 817
9 75 403 131 508 1397 16 24 245 30 39 NA 160 66 763
7 69 388 124 505 1363 18 12 287 31 29 0 132 69 849
9 76 360 130 508 1378 5 21 245 43 37 NA 167 45 830
10 75 395 133 486 1413 16 17 247 27 34 1 140 71 716
9 62 365 110 476 1293 13 13 252 20 25 0 170 53 712
9 76 375 120 495 1420 20 27 289 18 28 0 170 59 759
10 72 373 131 462 1401 21 30 254 23 26 NA 157 50 651
8 59 424 138 529 1426 7 23 247 31 36 1 133 74 847
15 67 383 121 506 1384 14 26 257 25 40 NA 126 33 823
11 64 497 141 572 1429 16 20 251 24 32 NA 137 67 887
5 82 460 150 610 1328 7 13 268 34 30 1 166 67 748
12 99 441 131 505 1404 9 11 258 26 24 0 133 45 712
11 59 325 136 440 1341 17 15 284 26 21 NA 137 87 831
8 56 468 117 598 1471 18 13 286 31 21 1 155 72 754
9 78 449 123 524 1332 10 17 211 24 27 0 73 67 832
9 87 417 155 521 1319 21 34 258 23 29 0 124 44 791
6 41 401 130 600 1481 17 27 277 18 27 0 149 53 765
3 59 382 102 456 1341 14 17 245 22 33 0 155 70 784
12 72 413 131 508 1341 20 19 254 21 34 0 127 58 924
14 83 372 113 460 1354 16 29 258 16 46 1 149 61 793
9 67 416 136 461 1442 14 7 270 35 28 5 150 69 790
14 38 388 67 574 1443 17 21 287 20 33 0 147 58 760
8 59 401 114 505 1383 18 21 271 23 22 NA 136 71 724
9 71 408 142 593 1409 13 40 266 20 37 NA 116 81 743
7 66 394 149 541 1397 18 15 293 36 26 1 187 80 766
6 72 408 135 530 1366 16 31 243 22 37 1 169 44 762
4 78 355 116 449 1389 15 33 280 29 29 0 156 59 774
12 67 405 138 459 1375 19 21 255 32 19 0 157 93 803
6 73 367 125 505 1389 18 8 280 20 28 NA 165 71 804
7 63 415 109 558 1390 24 21 298 19 29 NA 164 65 771
10 73 357 132 510 1384 18 25 283 25 28 NA 142 75 810
9 62 350 125 385 1319 20 12 239 24 30 NA 128 53 742
10 80 380 134 509 1428 18 23 278 23 15 1 146 69 767
8 77 427 114 541 1383 21 6 316 22 31 4 163 102 777
8 63 388 133 511 1382 16 11 263 19 31 NA 128 59 847
6 88 390 123 581 1408 13 19 285 32 27 0 113 54 858
7 56 432 111 505 1323 15 18 270 27 17 0 167 77 737
11 83 430 120 507 1336 14 25 248 19 44 NA 110 56 728
15 74 314 129 426 1329 10 10 292 20 32 0 150 60 787
7 92 426 143 521 1430 10 16 127 26 27 5 160 49 729
8 64 395 121 451 1221 13 32 240 29 31 0 134 26 732
15 76 423 137 461 1378 19 17 253 28 23 NA 165 53 764
14 62 377 127 496 1393 22 17 230 27 24 NA 152 38 805
8 73 352 106 507 1415 22 14 249 25 27 0 130 60 725
8 70 454 116 547 1407 17 29 257 36 39 0 129 62 800
9 71 369 68 521 1341 10 21 264 26 25 1 134 44 831
8 84 367 148 534 1474 19 24 265 28 21 0 140 33 734
14 78 388 149 511 1427 22 28 232 27 31 1 147 43 795
7 71 387 123 422 1274 10 30 257 22 28 NA 145 71 812
8 67 388 122 489 1463 17 25 255 26 22 0 128 61 875
8 55 417 138 536 1347 12 34 247 28 29 0 127 50 856
12 72 419 137 480 1393 25 16 270 20 24 NA 188 48 798
11 67 380 128 432 1366 7 26 256 30 24 1 69 65 880
12 80 408 121 600 1420 18 30 266 32 36 0 131 75 778
12 48 340 115 494 1383 8 16 241 23 38 1 157 67 813
7 69 396 111 449 1364 24 20 253 24 32 NA 127 46 804
8 66 330 126 465 1355 21 14 253 23 27 0 101 38 793
16 69 400 145 267 1424 15 14 265 29 18 0 137 55 724
12 64 400 121 510 1434 16 11 298 25 35 1 173 69 730
14 74 368 128 464 1359 17 27 264 37 26 0 100 42 858
8 53 395 110 471 1345 19 20 258 27 33 1 140 39 779
13 78 337 127 485 1362 17 10 239 21 25 NA 139 70 715
12 86 423 126 441 1378 16 39 250 32 23 3 100 32 859
15 79 424 147 560 1422 19 17 263 27 26 NA 95 58 724
10 76 393 122 521 1440 25 25 141 25 27 0 145 60 751
7 77 425 142 567 1293 14 20 244 34 26 0 175 48 812
7 73 377 130 493 1349 19 10 261 21 49 0 120 51 803
6 72 334 125 491 1409 25 24 255 26 27 0 119 43 812
12 76 387 133 525 1336 18 24 269 28 34 0 112 35 760
7 62 363 117 440 1333 14 23 265 31 18 0 154 43 726
5 73 370 120 463 1343 18 27 237 25 35 1 165 96 663
10 63 393 94 504 1394 11 25 276 24 25 0 163 59 744
9 79 381 143 385 1356 13 16 232 23 40 2 143 67 799
12 57 365 107 446 1377 10 22 282 22 32 0 133 29 793
6 74 379 124 454 1312 21 20 262 29 30 0 121 73 856
