"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
52 113 936 378 1180 3278 45 22 392 68 61 232 79 1129 NA
39 136 829 358 1133 3287 42 17 339 75 70 286 47 1152 NA
36 191 823 340 1083 3254 46 21 345 87 63 186 82 1107 1
78 174 899 361 1097 3194 18 23 423 64 67 222 38 1121 2
40 188 875 381 1162 3247 29 13 389 52 59 225 78 994 9
74 212 926 331 1028 3087 10 28 379 111 51 262 25 989 1
47 185 875 374 1125 3172 32 26 389 67 59 238 59 1065 NA
36 202 861 323 1109 3354 63 19 417 70 43 229 66 1019 2
54 182 922 336 1093 3288 25 8 371 43 68 249 22 1046 1
79 193 815 389 1063 3204 30 24 386 71 60 243 63 1083 NA
34 192 939 352 1085 3094 32 21 361 94 61 235 60 930 NA
43 210 859 378 520 3096 50 15 383 51 57 224 54 1062 1
46 218 953 326 1059 3097 49 14 385 81 57 272 65 1077 NA
61 151 888 325 1130 3193 73 42 384 48 27 228 55 991 1
29 201 855 309 1037 3289 26 22 365 97 60 169 70 1111 2
27 191 987 329 1147 3175 39 11 388 64 64 233 53 1108 NA
54 169 914 351 1077 3159 30 18 407 58 72 237 69 1073 NA
36 148 935 353 1033 3271 37 25 392 54 61 250 44 1080 NA
25 148 723 333 973 3250 38 12 391 62 64 218 60 1025 NA
65 186 971 347 1131 3440 22 25 399 43 74 203 49 1137 NA
36 187 824 344 1056 3177 34 9 349 69 56 203 47 1011 NA
35 163 896 348 1030 3062 77 26 392 82 55 231 34 1144 NA
61 174 811 328 1020 3132 29 17 391 100 53 281 55 1053 1
64 204 819 357 1069 3170 22 17 360 69 62 259 54 958 1
24 178 833 364 1014 3235 24 23 432 106 67 243 32 1101 3
39 186 787 357 1095 3241 40 23 384 58 53 218 26 1111 1
42 154 891 327 1198 3340 43 8 418 80 72 222 80 1025 NA
35 204 796 324 1052 3145 23 13 370 71 53 236 64 1141 1
73 173 841 352 1019 3086 27 19 347 89 60 223 76 1113 1
45 186 820 326 1050 3165 69 22 386 52 74 263 69 960 NA
71 91 852 336 1044 3052 44 12 348 56 79 255 46 1124 NA
42 202 875 352 997 3188 30 17 401 77 54 244 49 1111 1
35 151 898 342 1072 3206 26 35 379 98 63 268 57 1073 4
40 180 881 369 995 3206 30 8 390 51 52 244 58 935 NA
33 189 949 322 1094 3116 36 33 387 86 56 213 57 1083 NA
37 145 796 325 903 3299 43 30 377 91 76 223 59 1059 3
46 193 899 357 1027 3172 27 25 377 86 66 252 47 1009 3
38 199 878 405 1218 3103 66 6 410 87 58 271 63 1091 NA
40 171 896 316 1036 3176 38 35 412 77 67 235 55 1015 3
31 205 863 348 1049 3297 60 15 384 88 71 255 52 1093 1
38 143 712 351 1044 3294 42 22 478 50 58 282 46 1035 1
45 174 799 335 1068 3269 73 36 405 85 59 249 56 1118 NA
72 167 845 334 992 3018 48 7 388 61 75 237 44 1074 1
40 183 890 343 1065 3092 41 6 389 81 61 255 63 1091 NA
76 162 808 377 1122 3272 20 26 393 66 54 238 62 1049 1
54 183 820 345 1009 3253 65 21 416 95 57 219 41 1132 NA
27 187 905 312 1062 3102 21 13 416 64 78 264 49 1031 3
18 168 850 341 1020 3145 41 32 415 88 54 262 49 1129 3
59 221 843 343 1006 3067 34 12 396 100 75 197 51 1028 NA
40 182 888 379 1054 3217 22 22 414 106 58 244 63 1148 5
39 173 801 341 1013 3108 32 25 385 62 60 216 27 1081 1
37 158 853 307 970 3223 21 21 391 59 62 258 53 1081 NA
44 196 813 340 1007 3252 63 19 451 97 48 203 55 1175 1
39 76 857 347 1017 3197 44 40 418 69 67 216 50 977 1
30 193 884 294 1106 3178 42 21 396 54 65 268 59 1156 1
61 191 940 339 1174 3181 21 16 373 61 27 254 49 972 NA
56 168 876 355 1031 3070 46 32 420 89 40 250 78 1133 4
31 150 822 328 1154 3185 42 21 368 82 62 208 58 1044 2
53 168 845 338 1098 3107 42 22 436 72 44 273 53 1064 2
47 199 873 379 1069 3254 44 25 423 101 22 231 70 1141 NA
37 168 868 368 991 3264 39 30 423 37 45 262 68 993 1
33 179 833 317 1073 3090 44 31 423 56 63 223 59 1020 NA
63 149 915 296 1041 3082 33 26 396 63 75 252 65 1072 NA
28 169 841 314 1226 3319 33 12 360 97 107 187 56 941 2
66 236 983 381 1180 3265 20 28 410 56 51 207 65 993 4
37 164 783 327 1088 3217 55 33 406 92 63 223 67 1015 4
51 209 939 349 1206 3202 38 20 378 87 50 214 38 1065 NA
43 157 907 323 1161 3071 12 17 394 85 34 217 54 979 2
35 141 882 357 1099 3228 49 22 350 76 48 204 57 1005 3
54 179 821 337 970 3129 46 17 364 77 65 209 57 1031 1
39 166 899 335 1183 3102 38 19 385 51 64 229 61 1121 NA
26 172 898 317 1242 3335 44 26 355 71 67 212 56 1059 NA
29 173 902 334 1004 3258 27 19 381 69 56 262 49 942 3
70 195 833 391 1084 3284 54 26 366 108 69 200 55 1012 1
60 193 969 328 1103 3141 33 11 365 78 56 209 63 1007 1
47 175 836 336 1020 3247 45 26 393 56 54 210 77 951 NA
28 166 787 317 1121 3145 39 18 408 102 54 190 64 973 1
34 171 886 359 1020 3206 30 18 368 51 68 243 49 1171 1
57 219 900 361 1061 3232 34 37 367 97 83 230 51 1035 2
35 191 883 331 1030 3171 43 7 348 48 51 215 57 1080 NA
32 142 861 299 1094 3160 27 16 388 90 62 205 73 1090 1
25 188 909 342 1064 3349 28 17 389 68 57 221 50 1059 1
45 123 857 333 1170 3358 29 18 440 70 54 215 81 1059 3
46 180 787 320 1036 3161 37 31 409 113 57 297 59 1185 NA
27 164 819 369 997 3196 40 20 378 34 65 239 66 985 1
49 199 752 371 965 3138 92 33 399 89 62 212 62 989 NA
41 188 796 322 1008 3217 32 31 446 92 59 250 58 996 1
54 190 842 351 1012 3049 53 26 423 84 59 249 53 1150 NA
46 191 853 314 1086 3016 24 9 353 97 67 199 70 1013 1
31 156 841 370 1009 3122 19 19 414 77 38 258 63 1044 1
16 165 843 358 1104 3154 33 26 404 53 49 215 74 1042 1
69 164 838 336 1063 3293 27 18 366 87 74 218 47 1080 2
77 173 890 364 1025 3267 45 24 376 112 51 239 49 1064 2
65 217 955 350 1139 3231 39 33 429 77 55 232 43 1020 1
52 224 861 323 1044 3130 25 16 357 69 41 212 49 1030 2
38 152 868 322 1120 3143 39 12 346 78 58 174 54 1008 NA
33 197 872 339 1096 3298 21 19 408 49 69 268 64 954 4
58 173 981 348 1110 3261 24 24 317 43 44 215 57 991 1
55 169 771 326 1053 3353 43 17 410 59 89 231 56 1097 5
47 194 908 320 1151 3199 38 25 387 65 60 215 58 992 1
