"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 45 15 42 14 100 4.02
"2" "kukd" 330 0 0 1 NA 177 26 179 21 100 1.86
"3" "kuku" 1611 0 0 1 NA 865 55 862 55 100 1.86
"4" "pkd" 836 0 0 1 NA 343 22 340 22 100 2.44
"5" "pku" 1768 0 0 1 NA 1066 85 1063 64 100 1.66
"6" "pp" 16104 0 0 1 NA 3196 86 3195 95 100 5.04
"7" "tdkd" 40 0.41 NA 0.61 NA 38 15 38 12 100 1.05
"8" "tdku" 39 0.02 NA 0.98 NA 21 8 21 7 100 1.86
"9" "tdp" 885 0 0 1 NA 390 27 389 28 100 2.27
"10" "tdtd" 99 0.1 NA 0.9 NA 74 19 74 21 100 1.34
"11" "tukd" 57 0.65 NA 0.4 NA 60 12 60 9 100 0.95
"12" "tuku" 1 0.63 NA 0.72 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 233 25 231 27 100 1.41
"14" "tutd" 62 0.33 NA 0.69 NA 56 12 57 10 100 1.11
"15" "tutu" 1650 0 0 1 NA 1055 62 1059 72 100 1.56
