"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 48 17 4 NA NA NA
"ku" "kd" 216 1 20 3 NA NA
"ku" "ku" 1235 12 5 7 NA NA
"p" "kd" 539 7 11 26 NA NA
"p" "ku" 1582 3 1 18 NA 3
"p" "p" 5378 6 8 121 4 2
"td" "kd" 61 NA 1 NA NA NA
"td" "ku" 39 NA NA 1 3 NA
"td" "p" 741 NA NA 1 37 NA
"td" "td" 238 NA NA NA 1 NA
"tu" "kd" 110 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 468 NA NA 10 NA 2
"tu" "td" 91 NA NA NA NA 7
"tu" "tu" 3040 NA NA 12 NA 1
"kd" "kd" 43 8 8 NA NA NA
"ku" "kd" 208 2 28 5 NA NA
"ku" "ku" 1179 11 15 7 2 1
"p" "kd" 456 1 21 23 NA NA
"p" "ku" 1455 2 4 21 1 1
"p" "p" 5367 1 9 143 2 2
"td" "kd" 40 NA 3 5 NA NA
"td" "ku" 16 NA NA NA 1 NA
"td" "p" 611 NA NA 10 21 NA
"td" "td" 210 NA NA NA NA 8
"tu" "kd" 86 NA 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 537 NA NA 4 1 NA
"tu" "td" 89 NA NA NA NA 6
"tu" "tu" 2927 NA 4 10 NA 1
"kd" "kd" 34 10 5 NA NA NA
"ku" "kd" 205 3 19 3 NA NA
"ku" "ku" 1190 13 12 10 NA 2
"p" "kd" 475 1 21 14 NA NA
"p" "ku" 1618 13 6 14 2 3
"p" "p" 5312 5 11 117 2 5
"td" "kd" 51 NA 26 17 8 NA
"td" "ku" 43 NA 5 NA 4 NA
"td" "p" 664 NA 8 16 36 NA
"td" "td" 132 NA NA NA NA 1
"tu" "kd" 111 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 469 NA NA 6 NA NA
"tu" "td" 115 1 NA 1 NA 6
"tu" "tu" 3105 NA 1 15 3 5
"kd" "kd" 34 6 12 4 NA NA
"ku" "kd" 210 7 23 6 NA NA
"ku" "ku" 1220 24 6 13 NA NA
"p" "kd" 415 1 17 13 NA NA
"p" "ku" 1416 7 13 30 NA 1
"p" "p" 5274 2 3 111 1 4
"td" "kd" 63 NA 5 NA NA NA
"td" "ku" 33 NA NA 1 NA NA
"td" "p" 654 NA NA 9 37 NA
"td" "td" 153 NA 1 5 5 14
"tu" "kd" 90 NA 1 NA NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 511 NA NA 5 NA 1
"tu" "td" 105 NA NA NA NA 9
"tu" "tu" 3162 2 3 13 3 1
"kd" "kd" 42 2 4 2 NA NA
"ku" "kd" 220 1 26 8 NA NA
"ku" "ku" 1194 9 14 10 3 2
"p" "kd" 422 5 14 9 NA NA
"p" "ku" 1606 15 3 17 1 1
"p" "p" 5375 2 15 105 2 1
"td" "kd" 42 NA NA NA 1 NA
"td" "ku" 37 NA NA 1 3 NA
"td" "p" 701 NA NA 17 41 NA
"td" "td" 138 NA NA NA NA 3
"tu" "kd" 122 1 4 6 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 522 1 NA 1 NA 1
"tu" "td" 137 NA NA 1 NA 13
"tu" "tu" 3316 NA 1 7 1 1
"kd" "kd" 42 23 33 NA NA NA
"ku" "kd" 239 7 41 3 1 NA
"ku" "ku" 1151 9 12 8 2 3
"p" "kd" 484 13 41 14 NA NA
"p" "ku" 1507 9 3 6 1 3
"p" "p" 5485 4 24 112 2 1
"td" "kd" 64 NA 3 NA 2 NA
"td" "ku" 29 NA 1 NA NA NA
"td" "p" 606 NA 2 1 16 NA
"td" "td" 128 NA NA 2 NA 1
"tu" "kd" 137 NA 6 1 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 480 NA 1 1 NA NA
"tu" "td" 119 NA NA NA NA 14
"tu" "tu" 3125 NA 2 7 2 4
"kd" "kd" 36 1 18 6 NA NA
"ku" "kd" 111 3 15 10 NA NA
"ku" "ku" 1231 3 10 16 NA 2
"p" "kd" 423 2 14 18 NA NA
"p" "ku" 1583 4 2 15 NA 2
"p" "p" 5514 1 13 108 NA 1
"td" "kd" 50 NA 1 NA NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 628 NA 1 2 35 1
"td" "td" 121 NA NA NA 7 2
"tu" "kd" 51 1 2 NA NA NA
"tu" "p" 543 NA 1 3 NA 1
"tu" "td" 108 NA NA NA NA 7
"tu" "tu" 3114 NA NA 14 4 5
"kd" "kd" 42 10 4 NA NA NA
"ku" "kd" 219 4 15 10 2 NA
"ku" "ku" 1193 15 13 9 3 6
"p" "kd" 467 1 18 35 NA NA
"p" "ku" 1516 11 4 30 2 1
"p" "p" 5283 3 15 116 1 3
"td" "kd" 97 NA 1 NA 6 NA
"td" "ku" 35 NA NA NA 3 NA
"td" "p" 681 NA NA 4 22 1
"td" "td" 156 NA NA 1 9 22
"tu" "kd" 94 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 543 NA NA 1 NA 3
"tu" "td" 101 NA NA NA 1 7
"tu" "tu" 2940 NA NA 7 1 3
"kd" "kd" 40 6 6 NA NA NA
"ku" "kd" 254 1 13 3 2 NA
"ku" "ku" 1354 11 9 6 5 1
"p" "kd" 513 3 8 11 NA NA
"p" "ku" 1590 1 1 8 1 2
"p" "p" 5354 1 2 138 3 1
"td" "kd" 53 NA 10 NA 1 NA
"td" "ku" 45 NA 1 NA 1 NA
"td" "p" 616 NA 2 4 54 1
"td" "td" 152 NA NA NA 17 4
"tu" "kd" 117 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 496 NA 2 6 1 1
"tu" "td" 100 NA NA NA NA 13
"tu" "tu" 3009 1 NA 7 4 6
"kd" "kd" 29 28 31 13 NA NA
"ku" "kd" 230 5 30 13 1 NA
"ku" "ku" 1195 9 11 13 1 3
"p" "kd" 483 8 30 29 NA NA
"p" "ku" 1588 6 3 31 3 7
"p" "p" 5549 6 14 129 7 7
"td" "kd" 44 NA 19 NA 2 NA
"td" "ku" 40 NA 3 NA 1 NA
"td" "p" 602 NA 5 12 29 NA
"td" "td" 167 NA NA 2 NA 3
"tu" "kd" 115 1 1 NA NA NA
"tu" "ku" 15 NA NA NA NA NA
"tu" "p" 555 1 3 10 NA NA
"tu" "td" 106 NA NA NA NA 13
"tu" "tu" 3114 NA NA 9 3 4
"kd" "kd" 73 27 14 1 NA NA
"ku" "kd" 247 10 18 5 1 NA
"ku" "ku" 1205 11 9 13 NA NA
"p" "kd" 502 7 21 18 1 NA
"p" "ku" 1609 1 7 11 1 2
"p" "p" 5276 5 6 173 3 6
"td" "kd" 40 NA 4 3 1 NA
"td" "ku" 63 NA NA NA 1 NA
"td" "p" 702 NA 4 6 29 NA
"td" "td" 107 NA NA NA 2 1
"tu" "kd" 99 NA 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 406 NA NA 7 NA NA
"tu" "td" 96 NA NA 1 NA 11
"tu" "tu" 3249 NA 1 14 3 5
"kd" "kd" 45 24 49 NA NA NA
"ku" "kd" 195 7 28 5 NA NA
"ku" "ku" 1139 10 17 12 2 NA
"p" "kd" 464 11 27 18 NA NA
"p" "ku" 1517 10 2 22 NA 1
"p" "p" 5409 3 17 155 2 2
"td" "kd" 39 NA 1 NA 6 NA
"td" "ku" 27 NA NA 1 2 NA
"td" "p" 644 NA 3 13 32 NA
"td" "td" 213 NA NA NA 26 NA
"tu" "kd" 95 NA 3 NA NA NA
"tu" "p" 448 NA NA 5 1 NA
"tu" "td" 138 NA NA 1 NA 9
"tu" "tu" 3156 NA NA 12 4 2
"kd" "kd" 45 21 56 12 NA NA
"ku" "kd" 222 9 22 4 NA NA
"ku" "ku" 1160 10 14 10 3 NA
"p" "kd" 458 21 26 46 NA NA
"p" "ku" 1494 11 9 22 5 3
"p" "p" 5347 5 10 146 6 1
"td" "kd" 41 NA 6 NA 7 NA
"td" "ku" 47 NA 1 NA 1 1
"td" "p" 610 NA 1 13 45 1
"td" "td" 118 NA NA NA 33 7
"tu" "kd" 112 NA 4 2 NA NA
"tu" "p" 471 NA 1 7 NA NA
"tu" "td" 135 1 NA 4 NA 12
"tu" "tu" 3140 NA 2 8 6 7
"kd" "kd" 19 2 4 NA NA NA
"ku" "kd" 189 4 21 5 1 NA
"ku" "ku" 1241 13 8 15 1 2
"p" "kd" 464 2 14 12 NA NA
"p" "ku" 1626 10 2 19 2 2
"p" "p" 5332 7 14 146 6 1
"td" "kd" 37 NA 3 NA NA NA
"td" "ku" 38 NA 1 1 NA NA
"td" "p" 682 NA 1 4 29 NA
"td" "td" 199 NA NA NA 13 2
"tu" "kd" 116 NA 3 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 447 NA NA 2 NA NA
"tu" "td" 134 NA NA NA NA 6
"tu" "tu" 3028 NA NA 11 1 6
"kd" "kd" 34 5 10 NA NA NA
"ku" "kd" 211 1 28 7 NA NA
"ku" "ku" 1283 10 12 7 1 NA
"p" "kd" 511 3 22 16 NA NA
"p" "ku" 1547 5 5 13 NA 1
"p" "p" 5241 4 13 112 NA 3
"td" "kd" 27 NA 16 NA NA NA
"td" "ku" 47 NA 1 NA 1 NA
"td" "p" 647 NA 14 3 49 NA
"td" "td" 152 NA NA 1 22 NA
"tu" "kd" 108 NA 4 1 NA NA
"tu" "p" 416 NA 1 3 NA 3
"tu" "td" 111 NA NA NA NA 3
"tu" "tu" 3178 NA NA 12 1 5
"kd" "kd" 32 14 27 4 NA NA
"ku" "kd" 181 8 28 7 1 NA
"ku" "ku" 1089 10 15 6 1 4
"p" "kd" 472 7 24 8 NA NA
"p" "ku" 1453 4 5 11 NA 1
"p" "p" 5355 2 8 108 7 2
"td" "kd" 62 NA 5 3 2 NA
"td" "ku" 36 NA NA NA 1 1
"td" "p" 615 NA 5 5 22 NA
"td" "td" 204 NA NA 8 22 7
"tu" "kd" 97 NA 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 470 NA NA 4 NA NA
"tu" "td" 105 NA NA NA 1 13
"tu" "tu" 3046 NA 1 6 1 4
"kd" "kd" 30 6 27 NA NA NA
