"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 16 59 16 100 3.51
"2" "kukd" 438 0 0 1 NA 244 33 248 24 100 1.8
"3" "kuku" 2103 0 0 1 NA 1244 72 1232 66 100 1.69
"4" "pkd" 981 0 0 1 NA 522 31 519 30 100 1.88
"5" "pku" 2297 0 0 1 NA 1565 88 1569 94 100 1.47
"6" "pp" 18008 0 0 1 NA 5483 119 5490 118 100 3.28
"7" "tdkd" 88 0.1 NA 0.91 NA 63 18 60 19 100 1.4
"8" "tdku" 76 0 0 1 NA 38 11 38 12 100 2
"9" "tdp" 1205 0 0 1 NA 689 38 686 33 100 1.75
"10" "tdtd" 231 0.11 NA 0.89 NA 179 44 170 48 100 1.29
"11" "tukd" 111 0.5 NA 0.51 NA 111 15 110 14 100 1
"12" "tuku" 1 0.69 NA 0.69 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 496 44 497 44 100 1.18
"14" "tutd" 123 0.52 NA 0.51 NA 125 15 123 16 100 0.98
"15" "tutu" 4391 0 0 1 NA 3172 97 3166 90 100 1.38
