"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 55 18 53 15 100 3.65
"2" "kukd" 389 0 0 1 NA 202 26 204 24 100 1.93
"3" "kuku" 1804 0 0 1 NA 1019 52 1022 54 100 1.77
"4" "pkd" 878 0 0 1 NA 439 31 440 28 100 2
"5" "pku" 1954 0 0 1 NA 1251 105 1264 56 100 1.56
"6" "pp" 16317 0 0 1 NA 4373 94 4366 99 100 3.73
"7" "tdkd" 79 0.03 NA 0.97 NA 51 15 49 13 100 1.55
"8" "tdku" 62 0 0 1 NA 32 9 32 8 100 1.94
"9" "tdp" 1056 0 0 1 NA 564 30 562 34 100 1.87
"10" "tdtd" 218 0.05 NA 0.95 NA 143 41 138 47 100 1.52
"11" "tukd" 93 0.33 NA 0.68 NA 87 15 86 13 100 1.07
"12" "tuku" 1 0.57 NA 0.77 NA 1 2 1 1 100 1
"13" "tup" 460 0.01 NA 0.99 NA 380 36 378 36 100 1.21
"14" "tutd" 94 0.62 NA 0.41 NA 98 17 98 16 100 0.96
"15" "tutu" 3387 0 0 1 NA 2348 98 2352 102 100 1.44
