"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 18 46 16 100 4.1
"2" "kukd" 365 0 0 1 NA 186 23 186 20 100 1.96
"3" "kuku" 1646 0 0 1 NA 903 47 903 53 100 1.82
"4" "pkd" 826 0 0 1 NA 403 30 402 30 100 2.05
"5" "pku" 1786 0 0 1 NA 1121 65 1113 64 100 1.59
"6" "pp" 15595 0 0 1 NA 3914 86 3926 87 100 3.98
"7" "tdkd" 76 0.09 NA 0.91 NA 48 16 46 10 100 1.58
"8" "tdku" 56 0 0 1 NA 28 8 27 9 100 2
"9" "tdp" 995 0 0 1 NA 498 31 498 33 100 2
"10" "tdtd" 186 0.05 NA 0.95 NA 123 34 117 36 100 1.51
"11" "tukd" 86 0.33 NA 0.69 NA 80 14 80 14 100 1.07
"12" "tuku" 1 0.54 NA 0.81 NA 1 1 1 1 100 1
"13" "tup" 411 0.01 NA 0.99 NA 334 41 336 36 100 1.23
"14" "tutd" 82 0.63 NA 0.39 NA 85 16 86 12 100 0.96
"15" "tutu" 3014 0 0 1 NA 2030 89 2028 85 100 1.48
