"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 34 12 32 12 100 3.79
"2" "kukd" 316 0 0 1 NA 105 18 104 15 100 3.01
"3" "kuku" 1097 0 0 1 NA 310 34 306 36 100 3.54
"4" "pkd" 612 0 0 1 NA 80 13 80 10 100 7.65
"5" "pku" 1177 0 0 1 NA 259 35 259 33 100 4.54
"6" "pp" 13890 0 0 1 NA 473 33 472 30 100 29.37
"7" "tdkd" 28 0.02 NA 0.98 NA 10 6 9 4 100 2.8
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 66 13 66 10 100 8.97
"10" "tdtd" 41 0 0 1 NA 15 5 15 6 100 2.73
"11" "tukd" 17 0 0 1 NA 8 3 8 3 100 2.12
"12" "tuku" 0 1 NA 0.93 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 7 26 8 100 6.65
"14" "tutd" 21 0.07 NA 0.93 NA 14 4 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 70 12 68 10 100 5.04
