"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 12 4 100 3.08
"2" "kukd" 21 0 0 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.16 NA 0.98 NA 11 1 11 1 100 1.09
"4" "pkd" 128 0 0 1 NA 78 10 78 7 100 1.64
"5" "pku" 12 0.75 NA 0.25 NA 17 4 19 3 100 0.71
"6" "pp" 193 0 0 1 NA 122 6 122 7 100 1.58
"7" "tdkd" 28 0.23 NA 0.82 NA 22 8 21 9 100 1.27
"8" "tdku" 10 0.09 NA 0.96 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0 0 1 NA 84 9 85 10 100 1.19
"10" "tdtd" 34 0.35 NA 0.68 NA 31 8 31 8 100 1.1
"11" "tukd" 8 0.6 NA 0.48 NA 8 3 9 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.05 NA 0.99 NA 15 3 16 1 100 1.27
"14" "tutd" 4 1 NA 0.05 NA 10 3 11 3 100 0.4
"15" "tutu" 11 0.29 NA 0.9 NA 10 1 10 1 100 1.1
