"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.45 NA 0.67 NA 8 3 8 3 100 1.12
"2" "kukd" 155 0 0 1 NA 74 16 76 13 100 2.09
"3" "kuku" 932 0 0 1 NA 446 33 447 33 100 2.09
"4" "pkd" 109 0.58 NA 0.47 NA 112 13 111 13 100 0.97
"5" "pku" 1195 0 0 1 NA 496 56 498 44 100 2.41
"6" "pp" 1478 0 0 1 NA 923 39 918 35 100 1.6
"7" "tdkd" 20 0.01 NA 0.99 NA 10 4 11 4 100 2
"8" "tdku" 30 0 0 1 NA 11 5 11 5 100 2.73
"9" "tdp" 145 0.01 NA 0.99 NA 111 14 112 13 100 1.31
"10" "tdtd" 11 0.51 NA 0.64 NA 11 3 11 3 100 1
"11" "tukd" 35 0.2 NA 0.86 NA 27 8 26 7 100 1.3
"12" "tuku" 1 0.33 NA 0.91 NA 0 1 0 0 100 Inf
"13" "tup" 146 0.01 NA 0.99 NA 106 18 104 16 100 1.38
"14" "tutd" 12 0.95 NA 0.05 NA 25 8 25 7 100 0.48
"15" "tutu" 770 0.12 NA 0.88 NA 720 42 718 44 100 1.07
