"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
16 17 12 74 18 127 33 7 75 29 14 14 6 10 NA
15 18 10 76 21 118 25 10 90 25 11 17 14 10 0
10 15 10 71 21 105 20 9 98 28 11 15 11 11 NA
15 17 10 71 21 107 23 9 86 16 4 16 5 12 0
14 13 10 78 18 126 25 9 76 35 10 17 11 10 NA
13 19 11 46 22 115 34 7 99 22 7 13 6 12 0
10 18 11 76 20 131 17 5 91 25 3 8 13 10 0
14 6 11 68 15 125 27 7 83 29 6 14 5 11 0
16 17 9 69 17 127 30 7 87 32 11 16 9 11 0
15 14 10 73 19 121 19 4 76 30 7 16 4 10 0
15 17 12 80 16 129 28 5 84 22 9 8 6 10 0
11 17 12 88 19 127 25 3 92 29 10 17 9 11 NA
9 16 11 92 20 128 13 2 91 32 5 18 11 10 0
14 17 10 78 19 118 25 3 88 22 7 16 8 10 0
14 15 12 79 19 117 25 9 84 30 9 7 9 10 0
12 17 9 69 20 126 37 8 78 43 4 15 14 10 NA
10 12 11 76 10 120 33 6 94 24 13 17 10 9 0
13 15 11 71 17 117 18 3 77 31 7 15 9 11 0
13 16 10 74 17 119 6 4 75 26 8 17 9 9 0
7 6 8 79 16 104 26 3 90 44 12 16 12 9 NA
13 14 9 84 20 129 33 7 72 40 9 15 11 9 NA
14 13 11 83 18 126 35 5 93 45 12 14 7 11 NA
12 5 8 80 19 117 7 7 87 27 13 17 13 11 NA
11 9 10 77 21 112 32 7 88 31 13 17 9 11 0
18 16 10 81 20 123 30 7 92 26 9 18 5 10 NA
18 19 12 63 11 120 19 11 87 30 7 18 12 9 NA
9 14 10 83 19 119 20 9 85 31 9 15 13 9 NA
19 16 11 78 18 117 14 6 80 23 11 17 11 12 0
15 15 10 69 21 114 26 4 72 33 8 15 12 10 NA
10 13 9 83 9 127 28 7 84 29 5 17 10 9 0
15 19 11 84 18 126 36 5 93 36 6 13 11 9 0
9 15 11 87 19 129 28 5 87 40 9 13 11 8 0
15 17 9 84 10 126 15 9 75 35 11 18 11 10 NA
19 16 11 85 9 132 17 10 81 23 4 17 12 11 0
7 15 10 79 22 122 22 7 90 36 7 15 11 10 NA
11 15 12 83 19 132 9 9 80 34 11 13 13 10 0
8 15 10 72 9 127 19 9 81 32 9 17 11 8 NA
16 19 11 84 10 124 22 6 74 38 9 15 9 10 0
14 15 9 74 19 116 27 3 82 28 3 19 11 10 0
17 16 11 69 10 114 15 4 87 24 9 18 13 10 0
14 9 11 77 17 120 18 6 93 29 6 14 9 10 NA
14 15 10 78 18 115 21 7 94 30 11 16 4 9 NA
3 17 10 83 18 125 17 8 94 19 11 16 11 10 0
11 16 11 89 19 114 14 7 80 25 11 8 6 10 0
6 15 11 81 9 123 28 7 78 30 4 8 11 10 NA
16 15 12 82 21 116 29 9 97 52 7 15 13 10 0
14 9 10 70 9 118 20 5 99 36 5 16 12 11 0
13 8 10 82 9 123 19 8 85 18 9 13 13 9 0
8 6 11 94 19 123 26 7 75 25 9 8 12 8 NA
20 14 12 85 19 121 27 2 76 39 4 17 11 10 NA
16 14 11 77 20 125 30 11 95 32 4 10 11 11 0
15 16 12 97 19 122 33 6 90 39 10 17 13 11 0
8 16 10 81 10 121 23 7 84 47 10 18 10 10 0
13 11 10 70 18 120 22 9 78 41 10 18 11 10 NA
7 18 11 77 23 120 11 7 77 37 11 16 12 10 0
10 13 12 80 21 124 25 3 75 34 4 15 14 11 0
16 12 10 81 17 110 21 4 87 24 9 18 10 9 0
8 17 10 76 10 113 24 7 70 33 7 15 5 9 0
14 18 11 87 9 121 12 7 74 37 9 16 9 9 0
9 17 11 39 21 128 28 9 87 40 5 15 11 10 NA
15 14 10 83 16 127 26 3 87 44 5 15 6 8 0
9 15 12 91 10 119 21 4 82 33 11 13 11 8 0
12 16 11 82 9 122 21 9 99 33 12 19 9 10 0
6 15 10 83 19 126 16 9 74 37 8 17 10 12 NA
13 13 11 87 21 132 11 6 75 25 7 17 11 10 0
22 14 10 80 18 113 18 5 89 47 11 17 13 11 NA
19 15 11 77 21 129 12 2 80 26 12 17 10 10 0
7 20 10 81 19 133 12 9 71 10 9 15 10 10 NA
9 17 11 75 10 122 24 7 70 27 9 14 4 9 0
10 19 11 80 19 125 14 4 85 37 9 17 9 9 0
11 15 13 78 19 122 23 7 83 31 13 8 10 8 0
10 19 11 89 20 114 13 11 68 33 11 19 10 9 0
8 6 13 74 19 132 26 10 93 14 5 20 13 10 0
