"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.05 NA 0.97 NA 10 3 10 4 100 1.5
"2" "kukd" 104 0 0 1 NA 71 11 71 12 100 1.46
"3" "kuku" 613 0 0 1 NA 401 30 402 31 100 1.53
"4" "pkd" 187 0 0 1 NA 128 14 130 13 100 1.46
"5" "pku" 722 0 0 1 NA 488 68 498 48 100 1.48
"6" "pp" 1764 0 0 1 NA 1367 46 1366 45 100 1.29
"7" "tdkd" 16 0.53 NA 0.49 NA 16 5 17 6 100 1
"8" "tdku" 39 0.04 NA 0.97 NA 21 8 19 7 100 1.86
"9" "tdp" 298 0.02 NA 0.98 NA 255 24 258 14 100 1.17
"10" "tdtd" 21 0.88 NA 0.14 NA 27 5 28 4 100 0.78
"11" "tukd" 26 0.6 NA 0.43 NA 28 7 28 7 100 0.93
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 177 0.08 NA 0.94 NA 142 22 142 19 100 1.25
"14" "tutd" 62 0.4 NA 0.63 NA 58 13 56 13 100 1.07
"15" "tutu" 1075 0 0 1 NA 779 44 781 45 100 1.38
