"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 0.98 NA 24 4 24 4 50 1.38
"2" "kukd" 305 0 0 1 NA 199 20 200 15 50 1.53
"3" "kuku" 1719 0 0 1 NA 1141 61 1138 59 50 1.51
"4" "pkd" 538 0 0 1 NA 409 23 408 25 50 1.32
"5" "pku" 2067 0 0 1 NA 1539 79 1549 68 50 1.34
"6" "pp" 6202 0 0 1 NA 4763 88 4764 76 50 1.3
"7" "tdkd" 35 0.3 NA 0.74 NA 31 7 31 6 50 1.13
"8" "tdku" 52 0.0600000000000001 NA 0.96 NA 38 9 36 10 50 1.37
"9" "tdp" 545 0.24 NA 0.76 NA 525 26 525 28 50 1.04
"10" "tdtd" 44 0.66 NA 0.46 NA 45 6 45 6 50 0.98
"11" "tukd" 102 0.48 NA 0.56 NA 101 15 101 15 50 1.01
"12" "tuku" 1 0.6 NA 0.66 NA 1 2 1 1 50 1
"13" "tup" 541 0.12 NA 0.88 NA 497 33 495 36 50 1.09
"14" "tutd" 114 0.68 NA 0.38 NA 118 23 121 18 50 0.97
"15" "tutu" 4146 0 0 1 NA 3052 107 3041 88 50 1.36
