"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 15 74 303 156 453 1431 28 13 161 10 19 NA 98 19 650
"2" 21 69 295 183 402 1398 29 10 123 15 31 1 112 24 607
"3" 25 65 324 169 404 1494 11 12 162 49 26 NA 127 21 647
"4" 14 45 316 131 395 1408 5 5 198 68 37 1 121 24 586
"5" 47 73 301 181 343 1397 7 1 131 46 27 NA 98 14 571
"6" 8 54 298 159 370 1454 2 7 150 22 28 NA 131 17 576
"7" 18 68 294 146 395 1463 10 10 148 11 28 NA 106 8 624
"8" 15 93 320 186 399 1362 6 7 149 11 34 1 98 20 561
"9" 25 77 331 143 412 1344 36 9 154 30 30 NA 51 18 563
"10" 27 75 310 178 348 1384 13 4 170 39 36 NA 95 38 650
"11" 21 58 328 166 402 1470 5 11 157 24 17 NA 105 21 563
"12" 25 62 360 146 406 1469 18 9 130 16 25 NA 104 22 656
"13" 30 96 321 149 429 1407 23 12 176 15 31 NA 104 25 609
"14" 18 77 310 132 401 1496 7 9 123 9 30 1 104 21 648
"15" 45 95 348 135 422 1437 19 6 131 30 25 NA 104 27 635
"16" 19 65 281 161 379 1469 17 7 148 17 40 NA 119 22 596
"17" 27 76 361 178 422 1426 31 7 80 44 37 1 107 19 612
"18" 30 68 312 178 415 1436 20 19 130 15 37 NA 123 18 592
"19" 15 45 265 167 357 1444 18 12 176 7 13 NA 109 14 580
"20" 11 57 289 194 385 1419 7 7 135 39 30 NA 108 31 688
"21" 25 110 309 152 419 1495 21 5 151 39 33 NA 110 25 559
"22" 26 69 273 184 351 1375 30 8 150 20 34 NA 107 19 642
"23" 19 81 304 190 429 1532 20 12 141 24 43 NA 102 25 675
"24" 39 79 356 158 377 1429 35 7 180 32 45 NA 94 18 659
"25" 26 75 355 149 211 1461 14 4 148 38 31 NA 109 21 559
"26" 14 94 343 165 385 1440 10 5 186 12 32 NA 103 27 565
"27" 29 77 311 68 401 1401 8 2 141 20 13 NA 100 27 572
"28" 6 80 325 169 462 1442 18 6 127 14 25 1 88 14 592
"29" 18 69 316 163 417 1479 19 11 171 28 27 NA 93 27 609
"30" 28 76 270 153 350 1392 10 12 147 54 13 NA 119 24 643
"31" 26 62 307 172 403 1448 12 11 159 37 47 NA 126 18 548
"32" 38 95 316 160 431 1523 13 11 201 56 26 1 138 28 552
"33" 16 78 337 140 485 1477 7 15 152 30 26 NA 93 32 597
"34" 35 86 308 185 437 1412 26 8 174 22 23 NA 121 11 591
"35" 37 76 366 184 396 1458 22 9 147 31 24 1 101 18 620
"36" 15 96 344 152 412 1416 3 8 153 15 43 NA 101 23 588
"37" 15 61 288 143 381 1457 34 15 186 20 36 1 82 33 642
"38" 8 69 317 166 394 1417 5 5 151 23 24 NA 101 13 639
"39" 11 88 334 144 350 1414 32 7 144 24 29 1 104 17 564
"40" 40 79 308 161 419 1441 18 17 162 44 11 NA 116 12 559
"41" 25 78 299 151 382 1409 9 9 139 12 25 NA 117 36 578
"42" 4 65 356 174 421 1405 20 7 156 35 33 1 110 19 625
"43" 38 106 310 185 396 1515 44 6 167 17 32 2 118 29 604
"44" 19 65 262 172 370 1415 25 3 142 21 19 3 104 17 513
"45" 18 72 350 169 452 1499 3 1 141 118 29 NA 93 21 609
"46" 34 76 307 147 394 1463 13 7 141 14 25 1 121 31 599
"47" 17 54 300 177 399 1434 13 5 159 23 27 1 106 33 631
"48" 13 84 309 162 379 1442 18 9 158 22 15 NA 96 26 548
"49" 40 81 291 152 390 1473 26 9 167 10 38 NA 105 36 696
"50" 21 119 320 168 433 1509 9 6 153 6 26 NA 96 21 659
"51" 28 65 292 144 353 1426 24 14 173 26 10 NA 117 22 667
"52" 32 81 326 177 399 1457 12 3 154 39 20 NA 113 25 607
"53" 10 71 355 154 417 1477 22 11 146 26 17 NA 50 21 568
"54" 29 99 335 140 398 1441 11 9 162 30 27 NA 97 32 565
"55" 21 72 287 135 399 1470 13 3 168 40 38 NA 95 22 581
"56" 39 87 332 198 439 1530 13 8 151 27 30 NA 105 21 571
"57" 34 90 333 177 414 1465 16 10 193 38 26 NA 45 18 587
"58" 55 84 373 175 438 1525 7 13 150 43 30 1 94 23 550
"59" 19 69 316 148 364 1312 21 12 183 44 24 1 107 31 603
"60" 30 78 327 157 412 1400 16 13 147 11 31 NA 103 26 602
"61" 17 32 324 151 447 1485 33 6 180 14 33 NA 119 19 599
"62" 22 46 323 136 385 1342 4 13 136 30 23 1 102 24 599
"63" 24 97 315 155 434 1414 11 4 149 10 23 NA 107 23 570
"64" 32 98 350 197 212 1448 14 7 151 4 33 NA 95 28 658
"65" 4 78 315 122 432 1391 17 4 157 25 32 NA 99 21 598
"66" 18 50 284 133 405 1419 13 7 162 66 41 NA 100 23 540
"67" 39 70 308 158 404 1422 11 10 163 39 34 1 94 24 655
"68" 8 50 286 136 377 1380 22 10 137 12 28 NA 125 28 607
"69" 28 72 324 149 404 1509 13 3 146 2 35 NA 109 12 509
"70" 29 77 327 158 426 1391 18 5 157 44 38 NA 110 14 590
"71" 28 95 318 178 369 1398 11 6 124 51 24 NA 112 21 640
"72" 13 68 319 147 339 1390 27 6 147 36 36 1 78 19 590
"73" 29 94 315 165 399 1444 14 7 187 42 43 NA 91 28 585
"74" 9 62 301 128 389 1481 13 7 156 37 24 1 52 25 678
"75" 21 76 303 161 397 1494 19 9 151 3 20 1 73 30 573
"76" 26 85 309 137 366 1381 22 12 137 116 25 NA 80 11 555
"77" 12 74 347 174 396 1468 17 6 146 62 31 NA 129 25 582
"78" 29 76 300 141 373 1448 10 11 165 98 29 1 46 12 628
"79" 13 76 278 154 402 1411 20 7 150 33 29 NA 94 25 595
"80" 33 76 335 147 341 1372 30 21 154 20 37 NA 133 20 642
"81" 22 81 274 168 437 1491 32 15 192 29 26 NA 93 18 560
"82" 34 90 338 152 200 1483 7 13 166 20 11 1 96 20 555
"83" 17 103 343 193 381 1383 14 16 145 27 24 NA 102 32 633
"84" 27 75 331 140 424 1447 20 12 153 32 29 1 99 26 636
"85" 32 74 289 166 394 1480 16 11 174 23 32 NA 99 18 606
"86" 13 68 339 160 406 1454 6 3 156 16 42 NA 95 19 636
"87" 17 80 338 143 413 1414 14 4 131 67 12 1 78 26 691
"88" 16 67 326 142 435 1459 7 8 158 38 29 NA 109 30 625
"89" 30 91 329 148 415 1450 18 9 155 9 39 NA 124 20 607
"90" 38 69 401 150 384 1452 14 5 169 18 24 NA 107 26 596
"91" 30 89 344 160 414 1438 7 3 158 25 36 1 94 16 596
"92" 9 74 338 147 388 1430 14 3 127 12 20 NA 87 20 574
"93" 7 65 354 181 424 1465 40 9 181 15 32 3 104 21 576
"94" 32 85 285 181 378 1399 13 11 161 7 12 NA 135 20 584
"95" 7 62 343 136 448 1457 10 1 139 37 18 1 107 22 621
"96" 33 76 329 160 384 1490 10 14 131 14 16 NA 100 15 666
"97" 70 85 331 170 434 1416 15 5 157 33 20 NA 48 20 620
"98" 4 69 328 144 419 1440 12 9 139 4 33 2 117 20 595
"99" 26 69 331 172 377 1406 18 4 155 26 25 NA 124 23 614
"100" 19 57 314 170 433 1419 12 11 130 9 36 NA 93 24 644
"101" 62 99 333 193 438 1430 9 10 164 41 27 NA 108 37 621
"102" 31 68 301 178 417 1390 19 9 169 63 22 1 115 24 587
"103" 22 70 326 118 376 1436 1 12 147 26 25 NA 94 17 664
"104" 14 71 290 159 378 1422 3 8 166 11 20 NA 119 18 590
"105" 20 29 312 168 459 1537 30 9 172 56 19 2 129 21 655
"106" 27 77 349 116 390 1457 24 7 159 29 38 NA 86 16 619
"107" 9 66 282 174 402 1466 9 11 164 10 18 1 60 32 578
"108" 14 76 291 160 361 1329 8 9 173 37 28 NA 120 18 591
"109" 22 100 331 187 385 1365 45 14 186 13 39 NA 119 16 605
"110" 19 87 352 174 193 1452 39 10 141 13 26 1 101 19 593
"111" 17 72 284 163 383 1332 11 7 185 18 25 1 106 23 687
"112" 24 67 342 136 371 1436 13 5 144 23 29 NA 99 12 620
"113" 18 60 323 127 369 1425 9 5 171 27 19 NA 84 23 575
"114" 24 68 315 156 445 1527 17 19 166 20 36 NA 111 24 630
"115" 8 101 310 183 396 1426 14 9 160 19 24 NA 122 18 597
"116" 20 69 306 179 343 1367 22 12 151 29 38 1 120 22 610
"117" 25 94 317 136 363 1428 18 2 164 54 35 NA 102 20 638
"118" 21 63 331 147 368 1363 9 16 161 9 35 NA 93 20 625
"119" 22 53 321 149 382 1440 28 3 154 14 28 NA 105 23 597
"120" 34 37 339 166 405 1414 10 6 181 38 16 NA 84 13 643
"121" 24 81 317 192 412 1487 20 11 162 34 31 NA 127 24 606
"122" 13 71 305 152 417 1468 24 2 159 38 25 NA 102 18 651
