"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 41 15 39 12 100 4.41
"2" "kukd" 330 0 0 1 NA 167 28 171 24 100 1.98
"3" "kuku" 1611 0 0 1 NA 871 54 872 47 100 1.85
"4" "pkd" 836 0 0 1 NA 342 26 339 27 100 2.44
"5" "pku" 1768 0 0 1 NA 1080 66 1084 67 100 1.64
"6" "pp" 16104 0 0 1 NA 3204 93 3190 90 100 5.03
"7" "tdkd" 40 0.46 NA 0.6 NA 38 12 36 13 100 1.05
"8" "tdku" 39 0.02 NA 0.98 NA 22 8 22 7 100 1.77
"9" "tdp" 885 0 0 1 NA 387 31 389 28 100 2.29
"10" "tdtd" 99 0.12 NA 0.9 NA 76 19 76 21 100 1.3
"11" "tukd" 57 0.69 NA 0.35 NA 60 9 60 7 100 0.95
"12" "tuku" 1 0.59 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 235 22 235 19 100 1.4
"14" "tutd" 62 0.34 NA 0.69 NA 57 12 57 9 100 1.09
"15" "tutu" 1650 0 0 1 NA 1040 60 1037 61 100 1.59
