"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
22 197 1237 408 1575 4829 30 41 509 44 115 3 491 101 3220
22 209 1202 418 1464 4834 38 41 504 38 112 5 508 92 2987
22 183 1094 400 1591 4814 24 35 562 55 106 NA 509 129 3000
36 185 1079 413 1512 4849 31 33 525 40 107 6 509 131 3162
28 198 1155 430 1603 4880 45 47 516 41 104 1 469 122 3000
28 199 1137 419 1529 4754 36 46 546 57 84 NA 463 161 2885
21 253 1123 462 1493 4683 15 54 482 47 90 5 511 101 2839
36 247 1075 378 1597 4855 34 49 526 53 103 2 506 105 3119
19 220 1110 413 1661 4991 18 27 507 44 95 NA 550 124 3008
28 215 1197 399 1575 4721 35 35 501 49 107 NA 501 143 3087
26 202 1208 419 1629 4823 15 41 557 54 87 NA 463 117 2963
27 240 1196 393 1498 4732 28 35 551 41 114 3 420 109 3058
25 243 1125 504 1695 4803 25 44 508 51 80 2 470 110 3163
25 221 1138 420 1646 4719 36 37 523 51 103 4 500 118 2928
25 186 1103 423 1499 4697 30 28 502 39 132 NA 476 122 3037
21 188 1104 394 1566 4703 20 29 530 43 106 2 505 139 2861
21 195 1157 407 1505 4818 15 49 508 45 99 1 465 152 3025
28 226 1116 421 1467 4774 42 34 521 34 99 1 459 153 3099
18 205 1122 396 1452 4830 39 35 563 53 90 5 541 94 2952
17 231 1103 430 1519 4726 27 28 524 46 88 1 456 118 3181
25 198 1137 426 1549 4796 39 44 489 47 85 NA 428 117 2996
19 232 1193 414 1618 4560 36 40 535 49 96 7 524 121 3062
20 195 1117 419 1503 4796 34 58 510 41 103 2 493 143 2994
23 196 1117 362 1588 4857 25 47 525 48 98 NA 577 54 3030
26 206 1177 392 1527 4894 23 31 598 58 111 4 498 157 2983
22 193 1268 400 1682 4852 38 16 508 44 91 2 486 118 3027
24 210 1226 411 1627 4827 27 51 524 45 89 1 514 115 2993
22 207 1087 426 1636 4871 19 48 511 50 84 4 522 142 3065
26 215 1086 416 1461 4744 36 32 497 34 118 3 460 98 2966
24 203 1179 427 1491 4638 41 25 500 52 102 1 487 97 3017
22 192 1272 426 1602 4752 24 45 467 54 103 1 571 122 3174
25 223 1148 377 1550 4659 30 30 517 43 121 3 461 107 2940
29 208 1150 435 1579 4898 28 48 535 47 140 6 544 116 3135
14 226 1178 400 1561 4692 16 26 501 42 115 NA 479 98 3138
16 191 1281 393 1755 4783 18 42 500 53 99 1 576 120 3065
22 191 1110 394 1456 4565 29 40 492 52 120 NA 517 107 3261
22 196 1087 404 1410 4594 29 23 494 30 88 NA 479 107 3009
20 186 1136 432 1635 4701 33 35 569 41 99 1 497 122 2966
15 154 1119 390 1567 4744 41 34 546 40 111 NA 512 119 2938
16 213 1118 410 1501 4830 31 25 555 54 108 NA 480 147 2886
23 223 1198 441 1622 4822 32 38 535 42 83 1 500 127 3029
25 188 1229 442 1580 4751 36 43 560 43 113 2 537 138 3022
18 220 1128 427 1525 4838 32 37 514 41 101 2 526 130 2848
15 182 1098 406 1462 4797 25 29 506 37 105 8 480 114 2919
17 208 1241 375 1492 4742 39 47 557 51 110 1 548 126 3168
26 213 1200 405 1534 4747 30 40 534 47 107 NA 547 106 3030
19 202 1090 386 1541 4876 29 22 468 49 95 1 468 145 3140
22 186 1117 420 1553 4703 38 56 523 60 120 1 476 129 2885
24 204 1103 433 1494 4855 31 34 529 49 113 1 508 109 2905
27 184 1173 413 1541 4841 32 32 510 50 73 1 491 111 3236
