"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 31 14 30 13 100 4.81
"2" "kukd" 234 0 0 1 NA 102 16 103 15 100 2.29
"3" "kuku" 1009 0 0 1 NA 465 31 463 33 100 2.17
"4" "pkd" 566 0 0 1 NA 218 24 220 21 100 2.6
"5" "pku" 1103 0 0 1 NA 580 43 580 44 100 1.9
"6" "pp" 11934 0 0 1 NA 2042 62 2042 58 100 5.84
"7" "tdkd" 37 0.17 NA 0.85 NA 25 13 23 9 100 1.48
"8" "tdku" 30 0 0 1 NA 12 5 12 6 100 2.5
"9" "tdp" 668 0 0 1 NA 233 21 232 21 100 2.87
"10" "tdtd" 133 0.01 NA 0.99 NA 45 25 40 16 100 2.96
"11" "tukd" 46 0.25 NA 0.76 NA 41 9 42 7 100 1.12
"12" "tuku" 0 1 NA 0.71 NA 0 1 0 0 100 NA
"13" "tup" 101 0.95 NA 0.05 NA 158 25 162 17 100 0.64
"14" "tutd" 44 0.13 NA 0.87 NA 35 8 35 7 100 1.26
"15" "tutu" 1600 0 0 1 NA 917 44 920 45 100 1.74
