"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 24 11 24 11 100 5.67
"2" "kukd" 191 0 0 1 NA 76 15 76 12 100 2.51
"3" "kuku" 789 0 0 1 NA 319 25 318 24 100 2.47
"4" "pkd" 416 0 0 1 NA 159 19 158 19 100 2.62
"5" "pku" 870 0 0 1 NA 396 44 400 28 100 2.2
"6" "pp" 10342 0 0 1 NA 1439 43 1441 43 100 7.19
"7" "tdkd" 33 0.0600000000000001 NA 0.95 NA 16 9 14 7 100 2.06
"8" "tdku" 25 0 0 1 NA 8 4 8 4 100 3.12
"9" "tdp" 578 0 0 1 NA 154 19 153 14 100 3.75
"10" "tdtd" 124 0 0 1 NA 29 21 25 17 100 4.28
"11" "tukd" 32 0.35 NA 0.7 NA 28 8 29 7 100 1.14
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 70 0.94 NA 0.0600000000000001 NA 102 18 104 13 100 0.69
"14" "tutd" 29 0.14 NA 0.87 NA 22 6 22 5 100 1.32
"15" "tutu" 1135 0 0 1 NA 604 39 599 42 100 1.88
