"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 21 7 20 7 100 2.14
"2" "kukd" 100 0 0 1 NA 57 14 58 13 100 1.75
"3" "kuku" 113 0 0 1 NA 68 13 65 12 100 1.66
"4" "pkd" 94 0 0 1 NA 33 8 32 10 100 2.85
"5" "pku" 105 0 0 1 NA 59 12 58 11 100 1.78
"6" "pp" 3363 0 0 1 NA 133 13 132 12 100 25.29
"7" "tdkd" 1 0.36 NA 0.92 NA 0 1 0 0 100 Inf
"8" "tdku" 0 1 NA 0.83 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 15 5 15 6 100 2.53
"10" "tdtd" 17 0.09 NA 0.93 NA 11 4 11 4 100 1.55
"11" "tukd" 0 1 NA 0.62 NA 1 1 0 0 100 0
"12" "tuku" 0 1 NA 0.93 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 6 4 100 6.5
"14" "tutd" 11 0.25 NA 0.86 NA 9 4 8 4 100 1.22
"15" "tutu" 40 0 0 1 NA 21 5 21 6 100 1.9
