"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 19 30 14 100 5.29
"2" "kukd" 250 0 0 1 NA 114 22 114 16 100 2.19
"3" "kuku" 1096 0 0 1 NA 537 38 539 36 100 2.04
"4" "pkd" 604 0 0 1 NA 247 23 242 22 100 2.45
"5" "pku" 1185 0 0 1 NA 666 46 668 51 100 1.78
"6" "pp" 12534 0 0 1 NA 2331 62 2331 64 100 5.38
"7" "tdkd" 44 0.13 NA 0.88 NA 27 12 26 12 100 1.63
"8" "tdku" 35 0.01 NA 0.99 NA 15 5 15 4 100 2.33
"9" "tdp" 703 0 0 1 NA 269 22 266 22 100 2.61
"10" "tdtd" 142 0.02 NA 0.98 NA 55 28 50 25 100 2.58
"11" "tukd" 49 0.43 NA 0.63 NA 47 10 46 9 100 1.04
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 235 0 0 1 NA 183 21 184 16 100 1.28
"14" "tutd" 48 0.34 NA 0.72 NA 44 9 44 7 100 1.09
"15" "tutu" 1805 0 0 1 NA 1079 52 1080 50 100 1.67
