"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
175 389 1874 862 2046 16138 81 65 1072 188 97 1 262 109 3960
201 396 1899 915 2066 16116 87 70 1091 217 101 1 522 105 3982
201 402 1916 892 2111 16477 85 72 1113 173 98 1 528 115 3944
182 399 1863 889 2034 16335 81 70 1099 219 101 1 528 110 3964
167 379 1880 841 2061 16277 68 68 1088 204 94 1 529 107 3909
208 387 1848 895 2020 16244 87 65 1026 199 98 1 529 111 3939
193 399 1902 895 2066 16156 81 66 1132 229 102 1 530 114 3965
202 368 1879 869 2070 16168 80 71 1088 222 100 1 522 111 3932
190 391 1872 888 2044 16315 72 64 1078 203 96 1 522 109 3976
206 399 1882 877 2080 16139 86 67 1115 230 104 1 525 115 3959
213 402 1892 896 2059 16288 85 75 1106 203 105 1 528 112 3948
142 381 1874 855 2030 16242 86 65 1065 207 96 1 526 110 3931
178 395 1890 887 2083 16121 86 69 1039 231 105 1 526 106 3966
212 411 1897 891 2073 16100 34 64 1063 199 105 1 525 107 3912
181 380 1889 879 2091 16302 39 71 1118 215 97 1 516 111 3958
167 406 1911 863 2093 16209 84 66 1107 212 102 1 534 113 3947
181 384 1862 869 2028 16251 88 71 1096 221 104 1 537 110 3933
211 400 1894 901 2068 16170 85 70 1122 218 95 1 519 109 3984
210 396 1891 872 2069 16212 73 65 1084 228 99 1 515 105 3923
195 387 1892 850 2083 16036 79 69 1058 209 99 1 514 106 3938
186 391 1902 884 2086 16293 76 68 1102 224 103 1 533 109 3970
198 393 1883 894 2046 16434 83 67 1068 215 106 1 526 112 3962
212 398 1890 902 2044 16309 69 68 1077 223 102 1 532 112 3959
204 399 1903 870 2072 16222 79 67 1127 184 100 1 519 110 3948
200 374 1843 849 2005 16122 63 65 1040 186 96 1 523 110 3924
181 401 1899 881 2065 16308 38 67 1088 227 95 1 517 112 3946
182 401 1895 890 2040 16076 72 59 1056 223 102 1 529 103 3943
177 390 1872 869 2039 16128 87 69 1114 220 101 1 530 110 3943
160 399 1923 876 2111 16265 81 72 1105 196 101 1 527 118 3972
214 403 1905 884 2090 16300 86 74 1088 181 101 1 516 110 3943
175 391 1861 866 2038 16308 80 66 1045 176 98 1 531 110 3957
206 378 1886 876 2070 16218 74 68 1069 204 99 1 531 111 3979
198 404 1901 911 2077 16335 84 68 1064 211 100 1 530 111 3964
195 401 1939 905 2123 16114 80 71 1099 214 101 1 517 111 3973
181 392 1883 883 2057 16279 83 71 1083 228 101 1 527 112 3979
180 405 1927 898 2103 16273 71 67 1074 215 99 1 516 112 3937
193 387 1902 855 2077 16378 76 69 1055 226 98 1 528 106 3951
196 395 1887 892 2063 16118 88 65 1098 224 101 1 528 108 3917
161 400 1889 882 2053 16372 74 68 1082 164 97 NA 523 111 3983
163 376 1872 871 2052 16192 74 64 1040 136 101 1 525 114 3977
208 399 1875 894 2069 16246 84 72 1080 216 101 1 516 109 3949
207 399 1914 892 2099 16295 82 71 1090 218 95 1 518 118 3969
174 383 1891 886 2075 16405 75 64 1060 226 97 1 506 105 3924
213 409 1893 918 2062 16323 84 72 1067 187 101 1 517 108 3919
171 390 1933 855 2098 16348 80 73 1049 200 98 1 541 116 3939
183 397 1915 862 2066 16204 41 71 1078 202 101 NA 525 112 3949
153 377 1880 861 2069 16152 79 60 1100 196 100 NA 512 111 3955
193 395 1878 895 2057 16201 80 69 1072 211 100 1 529 117 3951
213 392 1887 883 2050 16150 66 67 1119 224 99 1 522 106 3970
204 394 1897 896 2071 16169 73 67 1124 214 102 1 524 114 3952
177 386 1893 880 2083 16256 80 70 1127 220 100 1 534 109 3997
211 394 1886 910 2058 16425 77 73 1080 192 103 1 522 113 3967
192 397 1924 900 2087 16453 73 72 1089 195 104 1 534 110 3960
189 372 1871 874 2046 16207 82 65 1083 221 96 1 533 104 3931
185 387 1903 857 2076 15987 80 68 1079 222 103 1 519 107 3968
202 398 1866 906 2045 16231 84 72 1110 207 102 1 515 108 3950
197 408 1921 899 2098 16381 85 70 1085 218 102 1 527 111 3959
177 401 1880 897 2043 16195 85 67 1082 220 108 1 528 111 3932
206 397 1897 866 2087 16304 33 71 1038 149 100 1 520 110 3978
177 406 1909 852 2087 16211 83 64 1014 225 102 1 500 117 3950
188 397 1897 887 2058 16261 83 61 1095 205 99 NA 520 112 3913
183 390 1882 889 2052 16338 84 73 1062 222 94 1 515 109 3963
132 391 1875 858 2029 16142 39 69 1055 217 107 1 524 109 3974
188 380 1911 852 2062 16115 82 70 1098 221 92 1 525 115 3953
198 394 1902 873 2083 16186 85 70 1099 198 100 1 529 115 3957
186 397 1906 884 2086 16290 85 69 1091 227 103 1 529 110 3941
198 398 1903 901 2082 16068 75 66 1090 219 98 1 520 111 3914
178 386 1853 858 2040 16292 79 64 1084 214 101 1 526 113 3969
177 392 1917 862 2089 16379 84 69 1103 181 100 1 529 111 3954
204 404 1913 916 2097 16135 73 70 1073 211 98 1 522 112 3934
164 398 1906 866 2089 16211 80 71 1086 215 103 1 526 110 3947
204 411 1905 882 2065 16270 82 70 1098 218 102 1 535 111 3933
211 402 1910 905 2093 16145 76 70 1114 180 102 1 522 109 3940
199 399 1913 907 2071 16198 82 67 1082 215 101 1 524 110 3994
213 387 1884 881 2045 16050 79 69 1068 222 100 1 516 110 3943
206 387 1883 874 2070 16376 76 58 1091 196 94 1 513 113 3977
170 389 1887 874 2087 16119 86 76 1127 172 97 1 535 112 3968
199 385 1870 868 2061 16065 39 71 1125 219 102 NA 515 108 3967
203 387 1869 861 2032 16185 74 68 1090 222 97 1 523 109 3928
211 408 1912 897 2099 16350 87 71 1106 196 100 1 528 118 3944
213 405 1901 917 2084 16282 83 70 1108 218 102 NA 533 110 3961
192 381 1874 848 2037 16294 75 69 1100 154 99 1 530 113 3965
209 397 1894 883 2077 16295 86 69 1107 207 92 1 521 119 3961
200 392 1873 892 2041 16246 85 68 1124 148 101 1 532 117 3978
190 403 1902 878 2080 16289 76 69 1044 215 99 1 534 111 3949
208 391 1867 887 2048 16244 63 60 1090 201 97 NA 524 111 3941
207 384 1889 881 2069 16354 76 63 1069 168 104 1 524 113 3948
206 402 1857 893 2042 16200 81 67 1118 226 97 NA 518 111 3912
212 394 1886 875 2065 16229 86 71 1073 218 97 1 525 112 3967
169 401 1912 867 2087 16140 74 70 1105 161 101 1 526 115 3978
209 396 1882 894 2045 16049 80 72 1119 209 102 1 516 108 3983
205 403 1917 897 2090 16333 81 70 1099 149 98 1 516 116 3970
191 399 1903 862 2068 16192 80 69 1038 197 97 NA 525 110 3955
191 392 1874 878 2057 16230 80 74 1065 180 101 1 527 110 3943
203 408 1884 880 2036 16290 79 70 1036 222 96 1 518 111 3947
184 383 1899 882 2053 16040 77 67 1108 231 104 1 518 107 3947
194 391 1885 905 2069 16236 86 68 1107 214 100 1 542 113 3942
198 380 1868 883 2047 16290 69 63 1106 228 98 1 538 110 3956
200 391 1883 884 2068 16354 78 69 1087 227 103 1 523 108 3928
174 390 1888 876 2058 16287 84 68 1071 222 100 1 527 115 3962
