"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 29 13 28 13 100 5.14
"2" "kukd" 234 0 0 1 NA 102 20 102 17 100 2.29
"3" "kuku" 1009 0 0 1 NA 473 28 476 27 100 2.13
"4" "pkd" 566 0 0 1 NA 220 22 220 21 100 2.57
"5" "pku" 1103 0 0 1 NA 578 41 572 40 100 1.91
"6" "pp" 11934 0 0 1 NA 2054 61 2052 62 100 5.81
"7" "tdkd" 37 0.17 NA 0.84 NA 25 11 23 11 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 6 100 2.31
"9" "tdp" 668 0 0 1 NA 237 19 234 19 100 2.82
"10" "tdtd" 133 0 0 1 NA 51 25 45 20 100 2.61
"11" "tukd" 46 0.24 NA 0.79 NA 41 8 39 7 100 1.12
"12" "tuku" 0 1 NA 0.69 NA 0 1 0 0 100 NA
"13" "tup" 101 0.98 NA 0.02 NA 159 20 160 19 100 0.64
"14" "tutd" 44 0.23 NA 0.83 NA 38 8 38 8 100 1.16
"15" "tutu" 1600 0 0 1 NA 921 42 919 38 100 1.74
