"group" "motif_type" "counts" "total_count"
"1" "others" 2 58
"1" "others" 3 26
"1" "others" 4 8
"1" "others" 5 5
"1" "others" 6 1
"1" "others" 7 1
"1" "others" 8 3
"1" "others" 11 3
"1" "others" 12 1
"1" "others" 13 1
"1" "others" 14 1
"1" "others" 16 1
"1" "others" 20 1
"1" "others" 49 2
"1" "others" 54 1
"1" "protein_complexes" 2 411
"1" "protein_complexes" 3 83
"1" "protein_complexes" 4 27
"1" "protein_complexes" 5 4
"1" "protein_complexes" 6 3
"1" "protein_complexes" 7 2
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 154
"1" "regulatory_triplets" 3 30
"1" "regulatory_triplets" 4 9
"1" "regulatory_triplets" 5 4
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 12 1
"1" "signaling_triplets" 2 235
"1" "signaling_triplets" 3 43
"1" "signaling_triplets" 4 6
"1" "signaling_triplets" 5 10
"1" "signaling_triplets" 6 4
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 9 2
"2" "others" 2 66
"2" "others" 3 19
"2" "others" 4 10
"2" "others" 5 6
"2" "others" 6 4
"2" "others" 7 1
"2" "others" 8 2
"2" "others" 9 3
"2" "others" 15 1
"2" "others" 27 1
"2" "protein_complexes" 2 442
"2" "protein_complexes" 3 75
"2" "protein_complexes" 4 25
"2" "protein_complexes" 5 7
"2" "protein_complexes" 6 2
"2" "protein_complexes" 7 1
"2" "regulatory_triplets" 2 181
"2" "regulatory_triplets" 3 25
"2" "regulatory_triplets" 4 12
"2" "regulatory_triplets" 5 2
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 7 2
"2" "regulatory_triplets" 10 1
"2" "regulatory_triplets" 13 1
"2" "signaling_triplets" 2 240
"2" "signaling_triplets" 3 52
"2" "signaling_triplets" 4 16
"2" "signaling_triplets" 5 5
"2" "signaling_triplets" 6 4
