"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 40 18 37 15 100 4.65
"2" "kukd" 314 0 0 1 NA 147 24 150 19 100 2.14
"3" "kuku" 1399 0 0 1 NA 731 42 734 41 100 1.91
"4" "pkd" 734 0 0 1 NA 331 27 329 23 100 2.22
"5" "pku" 1514 0 0 1 NA 909 85 910 46 100 1.67
"6" "pp" 14281 0 0 1 NA 3155 82 3156 82 100 4.53
"7" "tdkd" 73 0.02 NA 0.98 NA 42 14 42 15 100 1.74
"8" "tdku" 46 0 0 1 NA 22 7 22 7 100 2.09
"9" "tdp" 861 0 0 1 NA 388 36 390 33 100 2.22
"10" "tdtd" 168 0.02 NA 0.99 NA 89 33 86 35 100 1.89
"11" "tukd" 63 0.49 NA 0.54 NA 62 11 62 10 100 1.02
"12" "tuku" 1 0.44 NA 0.82 NA 1 1 0 0 100 1
"13" "tup" 316 0.02 NA 0.98 NA 259 25 257 21 100 1.22
"14" "tutd" 61 0.61 NA 0.46 NA 63 12 63 10 100 0.97
"15" "tutu" 2400 0 0 1 NA 1546 61 1540 56 100 1.55
