"group" "motif_type" "counts" "total_count"
"1" "others" 2 78
"1" "others" 3 20
"1" "others" 4 7
"1" "others" 5 1
"1" "others" 6 3
"1" "others" 7 1
"1" "others" 8 1
"1" "others" 10 1
"1" "others" 11 4
"1" "others" 12 2
"1" "others" 16 2
"1" "others" 24 1
"1" "others" 28 1
"1" "protein_complexes" 2 430
"1" "protein_complexes" 3 85
"1" "protein_complexes" 4 23
"1" "protein_complexes" 5 7
"1" "protein_complexes" 6 2
"1" "protein_complexes" 8 2
"1" "regulatory_triplets" 2 190
"1" "regulatory_triplets" 3 24
"1" "regulatory_triplets" 4 10
"1" "regulatory_triplets" 5 5
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 2
"1" "regulatory_triplets" 8 1
"1" "signaling_triplets" 2 247
"1" "signaling_triplets" 3 51
"1" "signaling_triplets" 4 10
"1" "signaling_triplets" 5 2
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 10 1
"2" "others" 2 63
"2" "others" 3 18
"2" "others" 4 8
"2" "others" 5 7
"2" "others" 6 4
"2" "others" 7 3
"2" "others" 8 4
"2" "others" 10 1
"2" "others" 11 1
"2" "protein_complexes" 2 430
"2" "protein_complexes" 3 73
"2" "protein_complexes" 4 22
"2" "protein_complexes" 5 8
"2" "protein_complexes" 6 2
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 2
"2" "protein_complexes" 12 1
"2" "regulatory_triplets" 2 161
"2" "regulatory_triplets" 3 24
"2" "regulatory_triplets" 4 3
"2" "regulatory_triplets" 5 5
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 12 1
"2" "signaling_triplets" 2 219
"2" "signaling_triplets" 3 40
"2" "signaling_triplets" 4 14
"2" "signaling_triplets" 5 5
"2" "signaling_triplets" 6 3
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 8 1
"3" "others" 2 62
"3" "others" 3 21
"3" "others" 4 9
"3" "others" 5 8
"3" "others" 6 6
"3" "others" 7 2
"3" "others" 8 1
"3" "others" 11 2
"3" "others" 12 1
"3" "others" 13 2
"3" "others" 14 3
"3" "others" 23 1
"3" "others" 27 1
"3" "protein_complexes" 2 421
"3" "protein_complexes" 3 71
"3" "protein_complexes" 4 21
"3" "protein_complexes" 5 10
"3" "protein_complexes" 6 4
"3" "protein_complexes" 7 1
"3" "regulatory_triplets" 2 184
"3" "regulatory_triplets" 3 23
"3" "regulatory_triplets" 4 7
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 6 3
"3" "regulatory_triplets" 7 2
"3" "regulatory_triplets" 10 1
"3" "signaling_triplets" 2 212
"3" "signaling_triplets" 3 39
"3" "signaling_triplets" 4 18
"3" "signaling_triplets" 5 4
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 7 1
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 16 1
"4" "others" 2 62
"4" "others" 3 21
"4" "others" 4 7
"4" "others" 5 6
"4" "others" 6 8
"4" "others" 7 1
"4" "others" 8 1
"4" "others" 11 1
"4" "others" 13 1
"4" "others" 15 1
"4" "others" 16 1
"4" "others" 21 1
"4" "others" 29 1
