"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
6 66 428 126 461 1370 18 22 231 27 35 184 50 767 NA
10 61 433 148 521 1398 19 34 262 19 22 168 51 775 NA
11 67 396 134 450 1443 7 21 239 29 37 138 55 747 NA
9 86 380 146 472 1362 15 27 286 30 33 159 62 788 0
12 81 387 157 534 1417 13 33 223 17 22 67 47 756 0
8 85 446 56 547 1398 24 25 243 30 29 160 74 758 0
8 64 335 120 406 1275 16 24 266 29 14 142 65 740 NA
12 73 424 91 489 1317 19 11 249 23 13 157 58 758 NA
11 83 461 135 527 1342 19 13 248 20 33 129 80 858 0
10 80 388 125 442 1345 18 25 247 31 32 133 24 888 0
12 65 370 114 517 1359 13 25 241 20 27 150 56 812 0
13 62 376 114 503 1345 14 18 258 21 22 159 48 672 0
8 54 387 104 565 1473 14 13 249 28 31 189 52 809 NA
10 76 425 120 482 1359 20 22 236 25 25 174 39 707 0
11 67 423 140 598 1317 8 16 263 25 32 122 73 821 NA
12 81 426 125 510 1344 20 18 296 28 13 150 62 787 1
9 74 415 120 530 1374 15 19 273 27 18 135 49 724 1
5 89 397 142 487 1318 13 15 250 27 23 125 55 768 0
8 76 402 133 481 1350 16 29 266 32 40 136 47 812 2
11 62 402 130 455 1334 19 17 267 20 34 168 56 773 0
14 76 421 145 496 1377 21 33 266 20 34 140 72 725 0
5 76 387 141 538 1374 16 17 285 20 29 120 45 656 NA
9 83 382 123 536 1362 12 20 244 24 17 168 44 788 1
9 57 403 123 521 1417 9 11 274 32 29 148 57 788 0
5 73 405 140 533 1420 21 21 269 24 25 140 90 750 0
11 66 388 122 553 1433 9 19 236 24 19 165 78 813 0
10 88 395 146 441 1330 8 38 255 29 32 131 54 734 1
6 64 315 142 575 1403 21 15 247 29 23 186 68 737 NA
12 96 424 123 529 1345 19 18 235 31 29 159 52 806 0
12 66 398 62 459 1327 13 4 259 22 38 159 54 833 0
6 55 374 133 444 1359 10 10 234 23 40 138 68 716 1
7 83 461 133 543 1319 15 33 279 25 26 155 60 753 NA
12 66 421 126 525 1348 18 24 239 37 38 138 73 753 4
8 61 353 120 491 1452 17 34 261 26 15 123 52 820 1
6 53 397 124 433 1296 17 9 224 24 21 161 57 813 0
9 74 426 142 561 1431 23 4 248 24 28 133 54 853 NA
7 60 371 124 465 1391 16 31 271 32 33 171 68 812 0
10 67 425 124 554 1351 18 15 239 25 25 132 35 726 NA
6 57 444 126 540 1368 23 18 255 22 41 123 53 764 0
4 68 440 137 504 1295 9 22 231 19 40 137 45 659 1
10 74 454 129 496 1395 14 27 269 22 37 128 69 786 1
13 81 373 134 469 1377 20 21 269 32 28 130 57 758 NA
13 67 367 125 465 1326 7 23 243 24 23 135 54 863 NA
8 65 313 132 471 1539 24 29 278 25 27 119 53 759 1
10 80 391 143 263 1394 18 33 268 24 27 128 55 828 1
14 87 376 134 531 1464 19 33 291 17 32 194 64 780 NA
7 71 373 115 447 1375 18 21 271 21 38 164 73 772 0
5 64 406 120 467 1344 13 23 230 35 22 158 75 795 1
16 75 459 142 575 1471 13 27 296 23 40 136 57 748 NA
10 57 377 115 493 1332 17 17 252 28 26 143 49 736 NA
11 52 352 121 459 1324 23 27 242 32 27 107 70 785 0
11 63 385 114 483 1306 18 34 280 30 35 175 63 784 0
9 76 382 105 421 1343 17 23 265 35 29 159 71 737 NA
8 54 405 131 473 1389 19 27 278 20 28 167 53 783 0
7 80 436 124 500 1376 17 34 223 28 22 155 51 710 0
9 83 398 144 476 1432 12 15 305 27 29 145 73 796 0
13 56 371 109 523 1461 13 11 237 18 24 164 48 800 0
13 81 375 137 480 1384 21 13 263 27 32 131 57 791 0
7 68 413 138 539 1420 18 23 277 30 27 119 64 697 0
12 71 416 137 541 1381 9 26 246 29 23 159 45 731 1
9 84 447 120 525 1408 16 28 241 32 30 113 52 791 0
13 79 352 135 492 1395 17 11 243 25 29 175 69 819 1
13 37 431 110 458 1273 15 24 271 17 27 68 53 783 1
6 65 371 139 379 1402 18 16 232 35 27 153 54 813 NA
10 90 407 120 485 1333 12 23 237 23 31 159 59 739 NA
8 76 390 130 532 1380 13 19 265 21 18 124 42 810 1
11 61 368 127 500 1420 15 12 284 25 37 156 59 672 0
9 62 393 128 461 1352 19 30 250 17 33 166 51 815 NA
11 74 416 115 467 1343 20 27 223 22 42 122 61 691 NA
11 81 412 122 549 1359 18 7 258 27 26 159 62 822 0
6 68 371 112 513 1389 19 34 278 28 23 131 60 717 0
9 77 442 134 532 1321 8 26 265 31 29 145 58 714 NA
8 60 445 134 541 1376 19 16 265 33 31 162 61 772 NA
10 72 346 136 481 1443 16 21 291 29 35 175 42 823 NA
12 85 388 138 516 1398 22 16 275 30 33 127 37 812 0
10 71 404 121 549 1397 20 29 269 39 21 157 77 738 NA
13 98 410 150 478 1346 15 14 237 31 28 128 59 727 NA
11 74 391 124 542 1377 9 37 239 26 35 176 47 772 1
9 72 413 148 523 1352 11 20 261 27 31 113 56 725 NA
11 82 390 145 254 1332 19 21 267 16 26 131 68 783 NA
7 74 369 119 455 1443 18 10 264 33 35 173 72 728 0
14 81 408 140 456 1382 29 21 265 28 25 148 62 761 0
10 73 459 143 471 1347 9 25 264 27 34 108 39 730 0
11 68 390 131 414 1348 22 18 251 26 16 143 77 788 NA
9 60 374 129 456 1416 16 6 234 22 30 108 59 799 NA
5 58 393 139 440 1421 15 25 288 30 25 151 35 802 3
11 83 434 122 582 1261 8 34 126 25 25 105 51 651 NA
10 77 414 123 468 1357 20 14 237 24 21 157 53 708 2
7 64 392 130 530 1385 13 21 264 29 26 136 71 670 NA
6 68 399 128 518 1422 11 11 256 24 25 126 63 746 NA
9 93 437 132 509 1319 18 14 253 33 35 158 64 685 NA
11 71 381 143 476 1432 17 17 242 30 25 141 66 785 0
10 56 385 127 430 1310 13 7 234 34 23 121 59 753 NA
11 68 376 143 450 1405 13 10 274 24 33 145 58 817 NA
15 74 434 116 552 1332 15 26 282 27 33 146 49 889 1
7 68 422 146 560 1433 16 21 251 31 26 118 46 815 NA
11 68 404 132 460 1386 10 27 252 27 25 117 56 782 NA
9 57 344 138 512 1363 14 23 245 21 25 170 43 711 2
6 56 371 118 489 1372 17 19 264 18 13 126 51 813 NA
11 67 405 140 581 1384 12 13 279 23 27 119 48 813 0
