"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
11 21 15 76 29 174 16 6 83 33 22 40 15 21 NA
12 18 16 70 14 160 19 2 78 15 21 35 11 29 NA
11 20 14 77 27 161 14 3 81 18 24 37 24 25 NA
18 9 15 68 23 165 8 2 86 22 19 39 21 29 0
12 8 16 72 12 161 7 3 79 11 26 35 20 27 0
21 25 18 71 21 158 10 7 90 18 23 33 12 26 0
9 8 15 75 28 172 13 1 81 19 25 39 19 27 NA
12 22 16 63 30 147 11 1 81 19 21 41 18 30 NA
10 19 16 58 27 156 19 6 78 13 23 36 25 26 0
7 10 14 63 12 159 16 5 68 22 27 19 17 26 0
10 8 15 81 25 168 12 3 87 15 22 37 20 29 0
6 8 17 71 14 156 13 3 92 14 13 37 25 26 0
8 13 14 66 32 163 11 4 81 19 22 39 14 26 NA
14 8 14 59 23 152 18 4 89 17 21 33 19 25 0
15 16 14 67 26 158 9 1 73 15 30 18 23 28 NA
7 19 16 72 30 164 11 6 77 22 23 35 10 28 0
9 6 15 57 33 160 11 4 86 17 25 39 21 26 0
7 19 16 79 15 157 16 6 78 18 22 35 20 30 0
13 20 14 77 28 171 14 5 79 15 23 40 14 24 0
12 19 14 70 15 169 5 2 76 16 19 33 21 25 0
14 9 14 81 26 162 14 5 63 19 19 39 24 25 0
13 19 13 72 28 170 11 4 80 13 21 37 17 27 NA
13 19 12 66 28 162 13 3 90 16 25 40 21 30 0
12 19 14 84 25 166 7 5 73 26 22 19 27 25 0
7 15 13 63 27 161 21 5 83 16 22 35 13 28 0
13 14 13 76 13 175 9 5 81 14 21 37 21 29 0
11 21 15 66 28 171 8 4 77 20 24 38 27 25 0
7 18 15 64 27 158 10 2 83 16 27 39 23 24 NA
12 11 15 72 23 154 12 1 67 16 11 19 20 28 0
13 18 14 61 28 157 6 1 80 20 19 36 17 27 0
16 17 16 67 29 171 8 5 79 27 21 37 19 24 0
8 16 11 79 27 157 19 5 76 27 29 34 17 26 NA
8 8 13 72 25 156 15 6 78 25 26 39 21 25 0
17 19 16 71 29 159 16 2 68 15 23 35 21 27 0
8 8 13 66 27 147 14 8 75 15 19 33 9 29 0
8 19 13 74 16 164 9 3 77 25 16 37 21 26 NA
7 21 16 73 14 161 10 3 87 17 25 39 21 26 0
10 16 14 82 26 159 12 4 79 14 27 37 10 29 NA
7 19 12 75 14 172 9 7 77 21 20 35 21 25 0
6 15 17 52 29 170 18 6 83 23 13 32 12 24 0
9 19 16 71 26 161 15 3 77 21 30 34 21 24 0
12 17 14 67 23 157 13 6 88 16 22 35 15 25 NA
15 16 15 72 30 165 19 4 72 13 24 38 27 26 NA
6 17 17 74 31 160 18 7 76 9 25 40 22 29 0
15 20 16 70 15 156 14 5 75 21 22 37 20 28 0
7 15 18 73 27 166 10 2 78 25 28 39 26 26 NA
17 18 16 75 28 173 11 4 78 21 18 42 22 26 0
10 15 15 65 14 160 20 3 66 29 23 35 21 28 0
9 20 17 80 27 176 7 1 71 12 22 37 15 26 NA
18 16 15 65 13 160 7 2 84 13 27 40 11 26 NA
14 17 15 73 28 169 17 1 83 16 25 42 23 24 0
7 9 15 71 29 161 10 5 85 20 20 38 20 25 0
15 17 17 60 27 164 13 3 77 29 25 38 17 29 NA
13 18 15 67 24 157 9 3 42 15 23 39 9 24 0
11 19 16 69 22 163 11 1 64 17 23 18 17 28 0
14 21 15 80 22 167 10 1 88 18 19 39 20 28 0
7 21 15 74 30 158 14 2 80 22 26 40 23 28 0
11 16 15 85 22 164 7 3 86 29 20 38 11 26 0
11 19 14 75 26 176 9 3 74 26 19 41 16 24 0
14 9 14 69 26 156 7 1 66 23 21 34 21 28 0
9 17 16 61 28 174 14 7 76 19 13 37 18 26 0
14 21 12 71 27 159 17 2 74 12 21 42 25 26 0
16 8 16 67 26 162 11 2 75 16 24 39 20 28 0
12 14 14 77 25 162 7 2 69 14 24 40 22 27 NA
11 18 18 68 28 155 9 3 82 15 11 39 27 31 NA
15 10 15 79 15 162 12 5 71 18 17 41 10 33 0
9 19 13 73 32 157 11 5 39 18 28 37 18 27 0
7 21 14 61 23 158 11 3 75 14 25 37 23 27 NA
15 8 15 67 28 169 13 1 72 18 21 38 17 25 NA
13 13 13 75 29 170 12 3 78 25 25 35 20 25 0
16 8 17 75 28 166 11 5 80 20 20 37 18 30 0
6 17 15 69 12 175 13 4 65 18 25 35 24 28 NA
25 17 14 74 24 173 8 3 75 15 23 39 19 27 NA
7 9 14 84 14 167 19 2 77 21 23 37 19 27 NA
15 21 15 85 13 171 17 2 42 23 26 38 23 26 0
14 16 12 65 14 154 14 2 69 28 21 17 8 24 NA
13 15 15 68 28 160 7 5 65 15 19 33 19 27 NA
15 16 13 77 29 162 15 2 68 11 24 37 25 25 0
10 20 12 83 27 149 20 3 81 13 29 35 25 25 NA
9 21 13 72 22 169 16 3 93 17 23 36 19 26 NA
5 9 17 68 13 154 16 2 75 22 23 35 22 24 0
9 16 14 76 28 151 19 5 87 12 23 38 18 27 0
8 9 15 68 25 155 15 2 91 27 26 40 18 31 0
17 15 15 83 26 156 20 0 83 18 10 36 31 26 NA
12 14 15 63 27 159 8 3 31 19 25 39 23 27 NA
8 8 13 66 27 172 4 3 77 16 21 37 11 25 0
10 19 14 66 25 161 13 2 78 8 24 36 20 26 NA
9 19 15 73 28 169 14 3 64 17 24 40 12 25 0
14 16 18 76 29 161 9 4 82 18 17 39 25 23 NA
9 18 16 68 29 164 18 2 91 16 20 42 23 25 NA
10 10 15 80 24 166 7 2 37 21 24 21 10 24 NA
13 7 15 72 30 172 12 3 69 22 26 40 19 30 0
6 10 17 59 28 162 7 7 62 21 24 20 25 25 NA
15 15 14 72 24 157 9 1 76 22 25 35 18 26 NA
11 15 15 33 25 158 8 5 90 15 19 34 10 25 0
5 17 13 38 26 158 11 5 98 35 11 40 20 24 NA
5 21 15 72 29 171 9 1 90 23 19 17 23 26 NA
12 15 15 67 26 169 8 4 81 11 24 37 17 23 0
9 8 14 78 24 166 7 2 78 17 22 18 10 30 NA
17 16 15 68 33 161 7 2 81 8 23 41 11 29 0
