"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 0.98 NA 24 5 24 5 50 1.38
"2" "kukd" 305 0 0 1 NA 198 24 201 13 50 1.54
"3" "kuku" 1719 0 0 1 NA 1133 65 1138 58 50 1.52
"4" "pkd" 538 0 0 1 NA 404 23 406 21 50 1.33
"5" "pku" 2067 0 0 1 NA 1538 95 1524 90 50 1.34
"6" "pp" 6202 0 0 1 NA 4758 77 4756 69 50 1.3
"7" "tdkd" 35 0.46 NA 0.58 NA 33 8 34 7 50 1.06
"8" "tdku" 52 0.04 NA 1 NA 35 10 36 12 50 1.49
"9" "tdp" 545 0.22 NA 0.8 NA 522 24 522 28 50 1.04
"10" "tdtd" 44 0.72 NA 0.4 NA 47 7 46 4 50 0.94
"11" "tukd" 102 0.56 NA 0.44 NA 103 13 104 13 50 0.99
"12" "tuku" 1 0.74 NA 0.64 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.08 NA 0.92 NA 491 46 494 30 50 1.1
"14" "tutd" 114 0.62 NA 0.4 NA 117 19 118 16 50 0.97
"15" "tutu" 4146 0 0 1 NA 3071 91 3070 71 50 1.35
