"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 60 21 55 16 100 3.48
"2" "kukd" 421 0 0 1 NA 222 28 222 21 100 1.9
"3" "kuku" 1995 0 0 1 NA 1163 63 1165 58 100 1.72
"4" "pkd" 944 0 0 1 NA 485 29 486 28 100 1.95
"5" "pku" 2181 0 0 1 NA 1445 113 1462 81 100 1.51
"6" "pp" 17339 0 0 1 NA 5049 115 5045 102 100 3.43
"7" "tdkd" 84 0.11 NA 0.89 NA 62 18 60 18 100 1.35
"8" "tdku" 71 0 0 1 NA 37 10 38 10 100 1.92
"9" "tdp" 1154 0 0 1 NA 650 35 648 32 100 1.78
"10" "tdtd" 225 0.15 NA 0.87 NA 175 47 170 49 100 1.29
"11" "tukd" 103 0.42 NA 0.61 NA 100 15 99 14 100 1.03
"12" "tuku" 1 0.51 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 547 0 0 1 NA 447 32 448 30 100 1.22
"14" "tutd" 114 0.58 NA 0.48 NA 113 20 115 18 100 1.01
"15" "tutu" 3978 0 0 1 NA 2833 105 2822 116 100 1.4
