"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 47 17 44 16 100 3.85
"2" "kukd" 330 0 0 1 NA 170 22 167 19 100 1.94
"3" "kuku" 1611 0 0 1 NA 877 51 880 53 100 1.84
"4" "pkd" 836 0 0 1 NA 340 29 342 26 100 2.46
"5" "pku" 1768 0 0 1 NA 1083 84 1088 76 100 1.63
"6" "pp" 16104 0 0 1 NA 3217 96 3215 101 100 5.01
"7" "tdkd" 40 0.33 NA 0.69 NA 36 12 34 10 100 1.11
"8" "tdku" 39 0.07 NA 0.95 NA 23 8 22 7 100 1.7
"9" "tdp" 885 0 0 1 NA 387 34 388 34 100 2.29
"10" "tdtd" 99 0.13 NA 0.87 NA 75 20 74 20 100 1.32
"11" "tukd" 57 0.67 NA 0.36 NA 61 10 61 10 100 0.93
"12" "tuku" 1 0.65 NA 0.72 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 234 23 234 26 100 1.41
"14" "tutd" 62 0.33 NA 0.7 NA 57 14 56 14 100 1.09
"15" "tutu" 1650 0 0 1 NA 1047 54 1040 59 100 1.58
