"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 35 11 34 10 100 3.69
"2" "kukd" 316 0 0 1 NA 107 20 107 16 100 2.95
"3" "kuku" 1097 0 0 1 NA 307 27 304 22 100 3.57
"4" "pkd" 612 0 0 1 NA 79 14 80 11 100 7.75
"5" "pku" 1177 0 0 1 NA 260 31 260 32 100 4.53
"6" "pp" 13890 0 0 1 NA 473 34 473 36 100 29.37
"7" "tdkd" 28 0 0 1 NA 11 5 11 4 100 2.55
"8" "tdku" 50 0 0 1 NA 9 5 8 4 100 5.56
"9" "tdp" 592 0 0 1 NA 65 12 66 13 100 9.11
"10" "tdtd" 41 0 0 1 NA 16 5 16 5 100 2.56
"11" "tukd" 17 0.02 NA 0.99 NA 9 4 8 3 100 1.89
"12" "tuku" 0 1 NA 0.96 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 25 7 25 7 100 6.92
"14" "tutd" 21 0.13 NA 0.88 NA 14 5 14 6 100 1.5
"15" "tutu" 353 0 0 1 NA 68 11 69 10 100 5.19
