"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 38 14 37 13 100 4.87
"2" "kukd" 287 0 0 1 NA 137 19 136 19 100 2.09
"3" "kuku" 1305 0 0 1 NA 667 40 670 39 100 1.96
"4" "pkd" 691 0 0 1 NA 301 23 300 24 100 2.3
"5" "pku" 1416 0 0 1 NA 835 54 831 44 100 1.7
"6" "pp" 13875 0 0 1 NA 2904 75 2903 76 100 4.78
"7" "tdkd" 64 0.09 NA 0.92 NA 38 15 35 10 100 1.68
"8" "tdku" 43 0 0 1 NA 19 7 20 7 100 2.26
"9" "tdp" 818 0 0 1 NA 356 23 354 25 100 2.3
"10" "tdtd" 164 0.03 NA 0.98 NA 86 38 78 37 100 1.91
"11" "tukd" 58 0.51 NA 0.51 NA 59 10 58 9 100 0.98
"12" "tuku" 1 0.4 NA 0.82 NA 1 1 0 0 100 1
"13" "tup" 291 0.02 NA 0.98 NA 234 30 234 21 100 1.24
"14" "tutd" 55 0.58 NA 0.47 NA 56 11 56 11 100 0.98
"15" "tutu" 2209 0 0 1 NA 1391 59 1392 59 100 1.59
