"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 18 54 16 100 3.67
"2" "kukd" 421 0 0 1 NA 226 28 229 24 100 1.86
"3" "kuku" 1995 0 0 1 NA 1164 54 1162 51 100 1.71
"4" "pkd" 944 0 0 1 NA 483 31 478 30 100 1.95
"5" "pku" 2181 0 0 1 NA 1455 93 1440 97 100 1.5
"6" "pp" 17339 0 0 1 NA 5046 109 5047 104 100 3.44
"7" "tdkd" 84 0.12 NA 0.9 NA 62 16 61 18 100 1.35
"8" "tdku" 71 0 0 1 NA 37 9 38 9 100 1.92
"9" "tdp" 1154 0 0 1 NA 649 37 651 39 100 1.78
"10" "tdtd" 225 0.14 NA 0.89 NA 176 44 174 47 100 1.28
"11" "tukd" 103 0.42 NA 0.62 NA 100 13 100 10 100 1.03
"12" "tuku" 1 0.64 NA 0.66 NA 1 2 1 1 100 1
"13" "tup" 547 0 0 1 NA 449 45 457 27 100 1.22
"14" "tutd" 114 0.47 NA 0.55 NA 112 19 112 19 100 1.02
"15" "tutu" 3978 0 0 1 NA 2832 95 2828 93 100 1.4
