"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
7 47 136 54 101 319 10 5 48 19 7 1 57 20 194
7 44 124 41 103 332 3 5 41 18 8 1 61 10 168
11 44 115 56 112 339 9 7 49 17 26 NA 52 9 149
15 38 109 51 94 283 3 7 31 10 9 1 47 15 177
10 62 130 86 116 326 14 4 49 20 14 NA 56 7 151
10 45 156 69 121 315 2 7 63 13 23 NA 44 6 213
6 36 99 47 74 276 7 7 54 27 21 NA 41 17 160
13 44 139 59 106 321 14 6 50 17 17 NA 37 12 169
22 52 131 60 125 290 13 7 52 21 18 NA 36 11 149
6 38 117 42 83 258 3 1 51 24 11 1 45 13 184
4 47 142 61 116 342 12 4 42 18 7 NA 40 9 146
10 47 148 66 101 300 9 1 59 22 10 NA 51 20 182
25 60 130 56 88 268 19 10 58 20 19 NA 43 13 172
10 46 131 25 127 291 4 4 52 23 22 NA 52 18 209
22 44 125 46 98 326 8 6 64 24 9 NA 49 7 162
5 47 114 45 74 272 4 1 58 11 17 NA 16 5 168
8 56 141 42 83 287 12 8 58 13 10 NA 20 13 168
15 37 113 35 80 309 4 3 54 17 18 NA 36 11 150
8 40 123 42 107 276 8 9 55 16 11 NA 41 15 139
15 55 112 61 89 336 16 3 55 20 14 NA 58 10 164
21 48 142 65 121 308 10 3 61 32 19 NA 43 16 174
11 49 137 48 96 321 11 3 51 16 16 NA 76 10 154
17 51 145 58 101 305 8 7 49 15 8 NA 31 13 187
12 43 135 42 96 315 6 1 49 29 19 NA 60 6 165
17 48 145 35 100 312 9 11 48 16 16 NA 44 9 154
10 44 140 74 116 344 9 5 63 8 16 NA 59 12 143
11 24 150 52 132 327 6 4 25 23 10 1 26 7 168
10 41 96 60 113 316 11 5 52 19 15 2 41 13 171
14 46 134 54 98 345 11 10 70 18 23 2 45 7 169
2 43 157 61 120 381 9 14 52 24 17 NA 40 6 185
7 48 131 62 93 341 13 3 37 9 10 NA 48 12 181
5 45 151 53 89 287 14 3 48 17 13 NA 54 11 150
12 20 139 47 83 327 9 10 45 17 10 NA 56 12 196
6 66 165 71 117 330 10 7 44 21 8 5 43 13 148
11 51 132 26 97 299 10 5 55 34 15 NA 41 6 186
19 59 152 51 83 301 13 8 39 29 25 NA 61 15 176
16 52 133 65 111 291 2 6 51 19 10 NA 53 12 171
16 43 125 70 100 288 13 6 43 12 11 NA 52 6 164
9 51 126 52 78 297 3 2 53 27 12 NA 48 18 142
