"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 18 53 16 100 3.8
"2" "kukd" 414 0 0 1 NA 216 30 222 24 100 1.92
"3" "kuku" 1935 0 0 1 NA 1106 59 1098 60 100 1.75
"4" "pkd" 924 0 0 1 NA 461 35 458 33 100 2
"5" "pku" 2103 0 0 1 NA 1394 90 1376 87 100 1.51
"6" "pp" 17027 0 0 1 NA 4819 107 4810 107 100 3.53
"7" "tdkd" 84 0.11 NA 0.89 NA 61 19 63 22 100 1.38
"8" "tdku" 70 0 0 1 NA 35 9 35 10 100 2
"9" "tdp" 1111 0 0 1 NA 620 35 618 33 100 1.79
"10" "tdtd" 223 0.09 NA 0.91 NA 164 38 166 44 100 1.36
"11" "tukd" 102 0.41 NA 0.61 NA 100 14 97 13 100 1.02
"12" "tuku" 1 0.56 NA 0.68 NA 1 1 1 1 100 1
"13" "tup" 521 0 0 1 NA 426 47 430 32 100 1.22
"14" "tutd" 110 0.54 NA 0.46 NA 112 17 112 19 100 0.98
"15" "tutu" 3800 0 0 1 NA 2674 104 2672 99 100 1.42
