"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 11 4 100 4
"2" "kukd" 19 0.03 NA 0.99 NA 13 4 14 3 100 1.46
"3" "kuku" 15 0.16 NA 0.95 NA 13 2 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 100 11 100 7 100 1.53
"5" "pku" 28 0.08 NA 0.98 NA 23 5 25 3 100 1.22
"6" "pp" 660 0 0 1 NA 442 11 442 12 100 1.49
"7" "tdkd" 14 0.25 NA 0.79 NA 10 5 10 4 100 1.4
"8" "tdku" 10 0.02 NA 0.99 NA 5 2 5 3 100 2
"9" "tdp" 206 0 0 1 NA 166 14 164 10 100 1.24
"10" "tdtd" 24 0.26 NA 0.81 NA 19 6 18 6 100 1.26
"11" "tukd" 5 0.51 NA 0.67 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.45 NA 0.82 NA 12 4 14 3 100 1.25
"14" "tutd" 5 0.84 NA 0.24 NA 8 2 8 1 100 0.62
"15" "tutu" 9 0.69 NA 1 NA 9 0 9 0 100 1
