"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
17 118 599 258 1001 3579 18 24 364 17 60 327 54 1540 NA
12 104 665 259 1017 3622 21 18 335 17 62 151 68 1593 4
6 81 583 245 975 3542 16 13 344 18 62 289 67 1540 NA
13 102 568 271 842 3367 17 23 351 13 52 262 80 1536 1
14 77 569 252 946 3536 13 16 340 14 64 322 73 1542 NA
12 104 509 266 915 3445 15 19 343 11 49 266 72 1521 0
12 101 641 255 975 3540 14 26 361 19 47 295 58 1522 4
11 111 569 227 875 3513 20 16 351 12 77 335 42 1490 1
15 106 560 263 910 3523 16 21 308 23 50 354 91 1474 1
11 74 558 239 867 3445 21 29 363 18 59 303 61 1561 0
13 88 572 276 977 3524 16 23 365 13 63 359 61 1617 2
14 100 634 243 942 3641 20 30 354 18 53 297 75 1747 NA
11 72 569 257 906 3536 11 11 334 18 60 294 81 1560 1
9 89 658 276 998 3500 22 15 351 19 58 327 49 1622 1
17 128 541 249 953 3518 14 22 337 9 63 268 45 1641 1
13 118 583 262 943 3501 19 16 352 13 51 331 83 1489 NA
12 80 577 249 788 3429 11 13 324 14 51 366 74 1500 0
15 93 602 242 998 3456 15 25 364 17 52 367 76 1458 2
11 94 558 249 953 3539 7 7 341 14 48 241 49 1453 1
14 46 666 244 1034 3433 12 15 352 18 61 273 77 1483 NA
11 50 581 278 912 3465 15 15 326 17 55 268 97 1563 NA
15 114 655 291 1068 3563 24 22 349 23 48 305 70 1508 NA
8 76 564 245 863 3375 8 36 330 16 47 346 71 1570 NA
12 101 579 263 900 3509 18 20 340 16 57 289 78 1395 0
14 99 560 265 941 3542 17 20 339 18 59 322 75 1504 NA
19 113 619 239 982 3483 15 23 352 12 41 303 74 1593 NA
17 91 567 258 874 3516 13 13 359 14 46 329 61 1572 NA
16 122 546 257 1039 3562 23 22 354 12 53 354 69 1511 0
15 96 614 264 982 3526 13 20 339 18 48 369 56 1542 NA
8 79 560 229 966 3475 16 27 379 17 58 263 95 1547 1
14 119 595 256 1039 3444 10 22 355 23 49 293 85 1512 0
14 89 556 251 890 3594 19 27 361 23 60 342 49 1621 5
16 119 586 276 1030 3414 15 16 339 21 41 344 85 1522 NA
11 93 584 261 1017 3418 15 10 324 15 35 330 54 1563 0
11 74 542 253 930 3527 13 20 362 22 42 303 73 1434 NA
7 92 580 217 974 3376 5 20 360 18 40 314 57 1538 0
12 97 549 250 915 3486 10 21 329 20 51 305 56 1358 NA
10 98 549 249 965 3538 15 11 327 18 54 292 74 1512 1
13 91 552 228 1003 3465 15 13 322 21 37 316 80 1596 0
10 100 576 247 1023 3608 12 20 339 15 55 336 52 1565 1
14 104 513 243 997 3491 14 21 371 18 69 264 74 1703 NA
11 76 521 254 877 3502 6 18 339 17 49 322 58 1560 NA
10 108 701 248 982 3391 14 23 316 10 43 313 79 1485 0
14 105 574 259 499 3497 13 22 342 15 56 287 69 1581 0
9 106 578 274 923 3464 13 34 360 14 56 286 72 1683 NA
16 92 551 246 944 3509 23 28 371 25 40 337 69 1506 1
13 103 523 258 989 3540 18 29 338 19 51 313 73 1424 0
14 102 559 258 917 3595 16 7 354 15 55 329 64 1516 0
13 85 615 276 1018 3339 19 17 321 14 69 336 50 1578 NA
17 75 593 242 1025 3587 15 21 344 20 51 297 70 1570 NA
9 76 536 250 943 3440 16 17 355 12 47 298 76 1608 2
7 103 635 258 1007 3546 11 17 342 27 54 293 68 1635 2
19 104 592 266 1035 3539 13 24 335 18 61 261 71 1509 4
13 54 657 285 984 3544 20 21 357 17 52 344 81 1446 NA
12 76 594 218 1006 3381 12 14 360 13 52 327 57 1559 1
16 126 680 272 1121 3484 9 15 346 21 60 335 75 1529 1
13 102 628 278 971 3392 12 26 348 15 43 307 76 1625 0
8 65 609 238 923 3486 18 19 321 20 52 339 72 1455 1
14 104 636 260 1082 3679 13 15 335 10 53 343 68 1531 0
4 94 636 241 1047 3528 20 22 376 21 65 335 67 1607 NA
11 119 592 118 940 3522 12 28 374 16 59 352 80 1487 0
8 92 530 251 934 3502 14 11 377 15 61 300 62 1677 2
16 115 584 261 985 3457 19 23 364 19 61 285 56 1619 4
10 84 632 238 1086 3541 13 23 337 26 49 274 39 1471 NA
12 51 643 250 974 3412 7 25 385 15 52 303 81 1641 1
12 88 523 280 895 3349 19 17 338 25 53 292 82 1503 NA
15 97 597 257 946 3427 12 9 370 15 66 263 61 1623 0
13 100 647 278 984 3495 18 21 359 10 63 286 64 1578 NA
5 102 600 257 996 3618 12 14 357 16 39 329 81 1525 0
9 93 607 251 982 3491 6 27 360 20 57 315 68 1553 3
11 43 604 269 990 3474 13 30 345 16 46 351 63 1509 1
10 108 564 280 951 3446 17 19 348 16 47 311 57 1567 0
10 109 611 246 1096 3605 19 26 341 12 55 279 80 1534 1
10 83 503 265 855 3486 15 18 370 21 57 362 79 1565 NA
8 81 619 212 995 3460 17 17 309 16 47 306 71 1486 NA
11 101 581 263 936 3603 15 25 373 25 57 164 45 1566 NA
18 124 594 249 1093 3637 11 19 337 20 42 325 86 1519 NA
17 112 563 244 915 3383 14 9 338 19 62 295 65 1547 NA
14 121 604 271 929 3679 14 11 354 20 50 332 75 1545 0
12 84 549 238 909 3347 10 21 321 15 60 327 65 1474 3
18 108 624 247 977 3589 15 11 334 24 48 347 59 1601 1
15 98 585 251 1036 3688 11 23 335 16 47 335 63 1489 0
12 103 583 245 1071 3547 15 16 351 21 56 333 60 1414 2
8 101 616 248 1049 3554 14 17 364 22 62 310 84 1628 NA
9 36 542 235 905 3527 16 21 328 19 55 308 70 1449 6
6 84 562 245 936 3545 18 33 335 15 65 312 63 1478 1
11 86 588 248 901 3425 14 19 336 21 46 241 86 1617 2
13 93 537 276 931 3627 13 20 350 13 44 324 78 1437 3
14 121 601 268 921 3475 16 20 349 19 46 306 74 1529 1
10 111 605 263 990 3512 15 20 322 22 51 303 72 1450 1
15 93 587 240 951 3440 19 20 325 19 47 302 60 1645 2
11 105 555 253 973 3430 14 23 355 18 33 321 50 1601 0
14 79 545 259 920 3556 24 13 349 10 55 285 72 1538 1
3 117 539 252 915 3451 16 31 358 16 61 304 45 1621 0
16 93 563 280 958 3389 20 34 374 16 49 308 54 1496 0
13 116 537 291 920 3483 26 17 331 16 64 308 70 1515 0
11 118 560 264 931 3580 20 16 329 16 64 352 70 1646 0
12 90 585 260 883 3320 14 24 330 19 43 314 84 1627 3
13 108 582 270 915 3559 21 14 347 21 52 288 58 1618 0
13 113 622 245 1029 3499 10 21 357 16 58 284 58 1635 0
