"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.04 NA 0.99 NA 13 3 12 4 100 1.46
"2" "kukd" 139 0 0 1 NA 99 14 100 11 100 1.4
"3" "kuku" 876 0 0 1 NA 590 45 588 50 100 1.48
"4" "pkd" 299 0.01 NA 0.99 NA 256 17 257 18 100 1.17
"5" "pku" 1102 0.01 NA 1 NA 971 59 974 57 100 1.13
"6" "pp" 4469 0 0 1 NA 3502 67 3506 66 100 1.28
"7" "tdkd" 12 0.76 NA 0.33 NA 15 5 15 4 100 0.8
"8" "tdku" 18 0.69 NA 0.36 NA 21 8 21 6 100 0.86
"9" "tdp" 325 0.85 NA 0.19 NA 347 20 348 20 100 0.94
"10" "tdtd" 10 0.98 NA 0.0600000000000001 NA 17 4 16 4 100 0.59
"11" "tukd" 48 0.79 NA 0.27 NA 54 10 54 9 100 0.89
"12" "tuku" 1 0.38 NA 0.88 NA 1 1 0 0 100 1
"13" "tup" 297 0.74 NA 0.27 NA 313 41 314 30 100 0.95
"14" "tutd" 66 0.58 NA 0.46 NA 67 13 67 15 100 0.99
"15" "tutu" 2397 0 0 1 NA 1535 76 1535 82 100 1.56
