"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 3 10 4 100 4
"2" "kukd" 19 0.02 NA 0.99 NA 13 3 13 3 100 1.46
"3" "kuku" 15 0.15 NA 0.96 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 100 11 101 10 100 1.53
"5" "pku" 28 0.13 NA 0.94 NA 23 6 25 3 100 1.22
"6" "pp" 660 0 0 1 NA 440 9 440 9 100 1.5
"7" "tdkd" 14 0.25 NA 0.81 NA 11 5 11 4 100 1.27
"8" "tdku" 10 0.03 NA 0.99 NA 6 2 6 2 100 1.67
"9" "tdp" 206 0 0 1 NA 166 15 166 14 100 1.24
"10" "tdtd" 24 0.16 NA 0.86 NA 18 5 17 4 100 1.33
"11" "tukd" 5 0.62 NA 0.6 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.39 NA 0.84 NA 12 4 14 4 100 1.25
"14" "tutd" 5 0.84 NA 0.29 NA 7 2 7 3 100 0.71
"15" "tutu" 9 0.69 NA 1 NA 9 0 9 0 100 1
