"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.02 NA 0.99 NA 11 4 11 3 100 1.73
"2" "kukd" 139 0.01 NA 0.99 NA 98 16 99 12 100 1.42
"3" "kuku" 876 0 0 1 NA 595 38 590 39 100 1.47
"4" "pkd" 299 0.01 NA 1 NA 258 15 259 16 100 1.16
"5" "pku" 1102 0.01 NA 0.99 NA 975 61 974 62 100 1.13
"6" "pp" 4469 0 0 1 NA 3500 82 3494 90 100 1.28
"7" "tdkd" 12 0.67 NA 0.35 NA 14 4 14 4 100 0.86
"8" "tdku" 18 0.66 NA 0.41 NA 20 7 20 7 100 0.9
"9" "tdp" 325 0.9 NA 0.14 NA 343 17 341 16 100 0.95
"10" "tdtd" 10 0.97 NA 0.04 NA 18 4 17 4 100 0.56
"11" "tukd" 48 0.69 NA 0.36 NA 53 10 53 10 100 0.91
"12" "tuku" 1 0.49 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 297 0.7 NA 0.31 NA 309 39 306 34 100 0.96
"14" "tutd" 66 0.52 NA 0.52 NA 67 14 66 12 100 0.99
"15" "tutu" 2397 0 0 1 NA 1537 70 1540 75 100 1.56
