"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
14 101 569 252 1024 3524 8 27 331 9 52 1 303 56 1618
13 121 612 267 1004 3668 7 22 325 19 56 1 288 59 1483
10 92 565 239 952 3470 7 26 330 23 51 NA 332 78 1500
23 108 575 264 968 3695 15 22 344 13 55 6 278 70 1586
14 104 578 296 1034 3451 22 28 361 17 48 1 333 69 1556
13 88 576 272 1023 3504 11 32 387 22 46 NA 295 37 1401
11 125 585 299 920 3565 13 36 315 14 53 2 356 59 1422
13 120 614 241 927 3472 15 25 342 17 47 0 275 63 1643
10 97 543 267 946 3482 9 26 369 15 58 NA 258 74 1528
11 92 579 244 968 3545 13 12 348 14 47 NA 293 76 1539
13 110 661 264 1075 3619 17 32 340 25 42 NA 330 64 1578
11 109 658 250 986 3437 11 22 333 16 75 0 302 71 1620
16 113 588 263 1035 3403 9 27 337 19 46 2 295 60 1604
10 99 593 249 999 3562 9 17 335 21 48 1 315 55 1542
14 102 572 277 1059 3623 19 16 354 16 75 NA 311 72 1628
9 84 563 267 916 3440 17 11 331 23 39 0 330 84 1483
9 99 605 280 996 3349 13 30 352 8 55 0 333 64 1553
18 108 608 284 1064 3541 17 9 330 13 55 1 347 99 1592
11 115 620 251 1036 3669 8 19 354 24 51 5 290 45 1557
6 115 563 249 1007 3546 11 11 357 17 42 1 274 62 1590
14 101 632 250 989 3478 16 30 323 17 41 NA 300 75 1514
6 60 616 291 934 3542 15 23 338 15 50 3 304 60 1528
12 91 585 265 898 3383 15 19 339 12 51 2 345 104 1562
14 99 597 231 938 3563 15 29 336 19 56 NA 269 73 1474
14 124 634 244 942 3578 5 17 364 20 69 0 329 84 1538
14 107 654 251 1028 3463 18 21 334 21 53 2 298 55 1538
11 114 620 257 950 3431 11 17 325 19 47 1 342 77 1482
10 101 597 287 955 3470 10 18 337 17 49 4 378 81 1432
12 114 537 270 1067 3563 21 16 339 14 79 0 283 63 1495
9 95 618 274 868 3580 17 10 338 18 58 0 325 54 1544
10 89 711 240 1058 3497 12 31 306 21 56 1 146 82 1592
9 123 600 260 858 3475 16 16 370 13 62 3 329 61 1498
