"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 17 7 9 4 NA NA
"ku" "kd" 210 6 14 2 NA NA
"ku" "ku" 1236 18 20 15 2 3
"p" "kd" 422 4 25 19 NA NA
"p" "ku" 1511 17 9 17 1 NA
"p" "p" 5404 5 8 121 NA 3
"td" "kd" 61 NA 22 1 NA NA
"td" "ku" 33 NA NA NA NA NA
"td" "p" 633 NA 7 2 21 NA
"td" "td" 166 NA NA 2 2 1
"tu" "kd" 110 1 3 1 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 552 NA NA 8 2 1
"tu" "td" 105 NA NA NA NA 9
"tu" "tu" 3308 NA 1 17 3 5
"kd" "kd" 54 2 4 NA NA NA
"ku" "kd" 221 3 13 2 NA NA
"ku" "ku" 1280 6 11 11 2 NA
"p" "kd" 484 3 14 14 NA NA
"p" "ku" 1747 3 6 6 NA 3
"p" "p" 5197 4 2 102 2 4
"td" "kd" 102 NA 7 NA NA NA
"td" "ku" 37 NA 1 NA NA NA
"td" "p" 707 NA NA 14 19 NA
"td" "td" 162 NA NA NA 10 NA
"tu" "kd" 110 NA 3 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 445 NA 2 4 1 NA
"tu" "td" 124 NA NA NA NA 12
"tu" "tu" 2891 NA NA 12 NA 4
"kd" "kd" 39 1 27 9 NA NA
"ku" "kd" 167 5 16 4 NA NA
"ku" "ku" 1160 6 6 12 4 NA
"p" "kd" 422 7 15 11 NA NA
"p" "ku" 1405 1 6 23 2 1
"p" "p" 5364 3 5 119 1 1
"td" "kd" 62 NA 7 2 11 NA
"td" "ku" 46 NA NA 1 7 NA
"td" "p" 653 NA 2 7 25 3
"td" "td" 141 NA NA NA 9 46
"tu" "kd" 114 NA 4 2 NA NA
"tu" "p" 429 NA 1 2 NA 1
"tu" "td" 126 NA NA NA NA 5
"tu" "tu" 3375 1 3 9 2 4
"kd" "kd" 19 2 9 1 NA NA
"ku" "kd" 191 NA 14 2 NA NA
"ku" "ku" 1247 11 9 13 NA NA
"p" "kd" 470 6 18 21 NA NA
"p" "ku" 1586 7 1 15 5 NA
"p" "p" 5443 3 9 110 2 4
"td" "kd" 57 NA NA 3 NA NA
"td" "ku" 35 NA NA 1 3 NA
"td" "p" 639 NA NA 1 16 1
"td" "td" 196 NA NA 8 15 41
"tu" "kd" 107 NA 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 516 NA NA 3 1 2
"tu" "td" 114 NA NA NA 1 11
"tu" "tu" 3087 NA 1 12 4 8
"kd" "kd" 33 7 14 NA NA NA
"ku" "kd" 216 2 35 9 NA NA
"ku" "ku" 1237 17 25 19 NA 1
"p" "kd" 481 4 24 12 NA NA
"p" "ku" 1530 8 9 19 3 3
"p" "p" 5367 2 13 114 4 4
"td" "kd" 28 NA 8 6 NA NA
"td" "ku" 9 NA NA NA 3 NA
"td" "p" 653 NA 2 10 21 1
