"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 49 20 47 19 100 3.69
"2" "kukd" 330 0 0 1 NA 174 25 174 22 100 1.9
"3" "kuku" 1611 0 0 1 NA 868 53 868 52 100 1.86
"4" "pkd" 836 0 0 1 NA 339 36 338 22 100 2.47
"5" "pku" 1768 0 0 1 NA 1078 68 1072 62 100 1.64
"6" "pp" 16104 0 0 1 NA 3181 91 3174 93 100 5.06
"7" "tdkd" 40 0.3 NA 0.73 NA 36 12 35 10 100 1.11
"8" "tdku" 39 0.01 NA 0.99 NA 23 7 22 8 100 1.7
"9" "tdp" 885 0 0 1 NA 392 27 392 26 100 2.26
"10" "tdtd" 99 0.18 NA 0.82 NA 78 22 77 23 100 1.27
"11" "tukd" 57 0.64 NA 0.38 NA 60 12 60 10 100 0.95
"12" "tuku" 1 0.59 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 231 30 234 26 100 1.42
"14" "tutd" 62 0.34 NA 0.7 NA 57 12 57 12 100 1.09
"15" "tutu" 1650 0 0 1 NA 1038 53 1034 53 100 1.59
