"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 23 11 22 10 100 5.91
"2" "kukd" 191 0 0 1 NA 74 14 74 11 100 2.58
"3" "kuku" 789 0 0 1 NA 317 23 318 22 100 2.49
"4" "pkd" 416 0 0 1 NA 157 19 158 16 100 2.65
"5" "pku" 870 0 0 1 NA 398 40 402 29 100 2.19
"6" "pp" 10342 0 0 1 NA 1443 52 1446 55 100 7.17
"7" "tdkd" 33 0.0600000000000001 NA 0.94 NA 17 10 15 7 100 1.94
"8" "tdku" 25 0 0 1 NA 8 3 8 3 100 3.12
"9" "tdp" 578 0 0 1 NA 158 15 158 16 100 3.66
"10" "tdtd" 124 0 0 1 NA 29 16 26 16 100 4.28
"11" "tukd" 32 0.34 NA 0.74 NA 28 7 28 7 100 1.14
"12" "tuku" 0 1 NA 0.8 NA 0 1 0 0 100 NA
"13" "tup" 70 0.96 NA 0.04 NA 105 15 106 13 100 0.67
"14" "tutd" 29 0.13 NA 0.89 NA 21 6 21 6 100 1.38
"15" "tutu" 1135 0 0 1 NA 606 37 608 37 100 1.87
