"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 17 50 17 100 3.94
"2" "kukd" 389 0 0 1 NA 202 22 202 25 100 1.93
"3" "kuku" 1804 0 0 1 NA 1003 50 1003 50 100 1.8
"4" "pkd" 878 0 0 1 NA 430 43 434 29 100 2.04
"5" "pku" 1954 0 0 1 NA 1254 76 1243 61 100 1.56
"6" "pp" 16317 0 0 1 NA 4364 101 4359 98 100 3.74
"7" "tdkd" 79 0.03 NA 0.97 NA 53 14 52 14 100 1.49
"8" "tdku" 62 0 0 1 NA 33 9 32 9 100 1.88
"9" "tdp" 1056 0 0 1 NA 563 35 560 39 100 1.88
"10" "tdtd" 218 0.07 NA 0.93 NA 150 43 144 39 100 1.45
"11" "tukd" 93 0.36 NA 0.67 NA 88 13 86 13 100 1.06
"12" "tuku" 1 0.63 NA 0.69 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 376 40 378 30 100 1.22
"14" "tutd" 94 0.6 NA 0.43 NA 96 17 96 15 100 0.98
"15" "tutu" 3387 0 0 1 NA 2338 82 2344 81 100 1.45
