"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 5 11 4 100 3.08
"2" "kukd" 21 0.17 NA 0.92 NA 16 5 18 4 100 1.31
"3" "kuku" 16 0.31 NA 0.88 NA 15 1 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 70 11 71 7 100 1.43
"5" "pku" 31 0.1 NA 0.97 NA 25 5 27 3 100 1.24
"6" "pp" 227 0 0 1 NA 163 6 164 7 100 1.39
"7" "tdkd" 12 0.54 NA 0.58 NA 12 5 12 4 100 1
"8" "tdku" 5 0.32 NA 0.86 NA 3 2 3 1 100 1.67
"9" "tdp" 93 0.02 NA 0.98 NA 77 10 79 7 100 1.21
"10" "tdtd" 22 0.35 NA 0.72 NA 19 6 19 6 100 1.16
"11" "tukd" 16 0.87 NA 0.13 NA 21 5 23 3 100 0.76
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0 0 1 NA 36 6 37 3 100 1.22
"14" "tutd" 8 1 NA 0 0 21 4 21 3 100 0.38
"15" "tutu" 30 0.07 NA 0.96 NA 27 2 27 1 100 1.11
