"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
9 59 377 126 466 1309 10 7 267 36 34 1 165 98 779
11 62 388 120 441 1485 6 18 244 31 28 NA 118 46 841
7 51 347 128 430 1406 14 12 227 24 32 NA 146 51 762
11 55 387 133 457 1315 19 27 255 23 30 NA 124 66 798
6 62 384 116 501 1340 18 22 259 23 31 0 131 72 802
9 61 400 140 501 1370 16 19 278 20 28 0 144 50 768
7 77 356 144 454 1316 9 22 267 30 24 0 128 60 804
6 63 411 122 468 1405 18 13 261 25 31 0 80 43 748
8 61 359 114 430 1345 9 20 266 32 35 0 138 43 784
11 63 431 148 514 1356 12 15 248 21 29 0 99 53 730
9 68 393 126 508 1424 22 30 271 29 46 0 187 52 740
11 66 439 116 519 1349 13 40 267 27 26 0 136 56 729
14 93 438 136 534 1485 11 9 267 25 34 1 132 62 784
7 70 424 131 474 1372 11 17 281 30 24 0 132 52 790
9 76 397 120 530 1422 17 26 128 28 27 NA 171 42 812
13 73 423 122 481 1303 20 13 266 19 17 NA 145 23 793
5 67 428 130 515 1455 24 38 253 32 26 1 158 64 753
10 84 424 130 582 1512 21 28 255 22 31 0 159 63 740
8 88 386 151 517 1434 25 10 262 28 29 0 142 46 684
10 84 364 155 492 1365 12 16 251 22 25 0 186 54 768
4 62 350 105 501 1372 19 19 291 21 38 1 145 74 783
7 75 352 143 551 1358 7 15 253 28 35 3 134 57 747
7 64 431 107 447 1342 17 24 253 22 28 0 119 71 769
14 74 435 156 495 1332 13 16 209 24 31 1 149 54 711
6 76 380 113 514 1419 15 14 255 26 44 0 190 56 761
9 77 381 154 496 1341 20 18 263 27 33 0 112 63 786
7 61 424 123 420 1344 16 15 267 32 27 1 82 93 788
8 41 389 62 421 1316 18 33 241 22 26 NA 147 63 732
15 74 377 149 458 1277 20 21 243 18 14 0 161 51 784
10 76 411 129 473 1364 16 29 254 22 28 NA 147 38 751
12 92 414 141 519 1482 17 24 259 32 26 0 117 64 744
11 72 388 126 469 1403 15 23 271 24 34 0 133 54 793
8 67 403 132 513 1441 19 19 265 28 38 1 146 48 778
13 86 395 115 511 1505 8 14 242 15 34 1 167 59 764
8 63 374 118 577 1456 17 15 277 19 28 0 156 60 909
10 71 350 140 529 1421 17 13 253 28 33 NA 124 45 802
8 74 381 113 542 1405 18 23 264 29 22 0 119 69 758
10 58 391 147 557 1409 15 16 256 23 28 1 154 72 852
6 66 370 115 498 1488 16 18 268 28 30 1 159 48 815
9 70 392 126 594 1442 8 10 264 23 25 NA 136 57 733
8 67 397 131 516 1351 12 16 258 24 29 1 184 60 757
10 81 388 159 478 1401 14 10 251 28 28 NA 131 47 822
12 62 339 156 458 1292 16 15 264 26 36 0 148 44 823
7 85 390 122 506 1405 16 12 253 26 27 NA 86 68 784
10 66 369 152 547 1409 14 23 267 27 36 NA 147 56 759
7 66 366 123 495 1293 18 12 228 23 32 0 140 60 745
12 67 392 140 515 1314 10 19 249 32 27 NA 130 60 841
13 85 454 117 595 1335 17 17 258 22 31 0 142 52 700
16 64 416 126 474 1404 12 18 285 24 14 NA 134 68 775
19 94 463 144 590 1384 10 16 253 27 26 0 144 65 741
11 70 395 124 466 1351 16 25 247 29 28 1 155 37 730
7 76 402 102 541 1509 16 27 253 27 22 1 115 53 785
10 88 400 106 510 1322 17 4 238 28 24 1 137 50 761
10 36 448 140 521 1397 17 21 245 20 34 0 156 47 773
10 68 348 130 450 1333 22 14 239 21 33 0 158 66 742
8 55 420 51 464 1372 8 13 257 19 24 NA 139 52 731
9 67 367 104 468 1302 19 23 241 26 31 1 144 63 683
6 68 368 134 415 1269 12 12 267 33 37 0 167 64 764
10 32 418 99 486 1362 16 30 267 21 31 0 145 57 832
9 81 379 134 430 1361 16 32 266 25 32 NA 170 54 662
10 66 384 141 532 1350 21 16 253 18 22 1 137 59 780
13 78 424 138 541 1354 6 22 280 27 33 1 133 58 819
11 60 423 124 505 1301 9 30 268 27 20 0 122 65 826
4 31 419 122 501 1355 15 23 251 27 34 1 147 46 783
11 86 420 133 461 1397 11 13 248 19 29 0 155 56 800
10 58 423 120 483 1465 25 9 261 24 35 NA 137 57 765
15 71 424 145 494 1344 21 30 294 23 30 0 169 62 728
8 76 382 133 473 1388 20 27 282 24 25 NA 151 58 851
5 77 407 117 508 1402 19 11 280 29 33 NA 134 37 724
8 65 428 128 572 1352 20 24 283 22 27 2 118 58 722
12 72 378 135 530 1372 9 22 270 20 29 NA 125 55 707
13 72 333 114 452 1357 17 24 253 21 33 NA 139 73 798
10 70 406 135 457 1350 11 23 252 31 28 NA 129 59 817
11 67 404 136 527 1442 18 19 237 26 25 1 121 75 741
6 70 431 119 489 1305 17 20 262 23 26 0 123 56 862
8 40 418 147 462 1380 18 22 274 29 26 0 128 57 764
7 78 424 128 533 1360 21 27 262 26 25 0 149 80 656
11 85 382 159 471 1364 18 40 245 33 15 NA 181 72 771
11 59 387 64 449 1364 8 15 246 23 43 0 99 41 813
16 94 436 144 469 1343 12 17 252 24 25 0 158 54 744
11 65 403 132 462 1403 10 17 251 24 31 1 125 40 754
5 63 391 143 512 1364 16 19 255 30 27 NA 159 58 722
