"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.05 NA 0.97 NA 9 3 10 3 100 1.67
"2" "kukd" 104 0 0 1 NA 68 12 68 10 100 1.53
"3" "kuku" 613 0 0 1 NA 399 28 400 30 100 1.54
"4" "pkd" 187 0 0 1 NA 126 18 126 15 100 1.48
"5" "pku" 722 0 0 1 NA 499 43 496 44 100 1.45
"6" "pp" 1764 0 0 1 NA 1378 54 1364 56 100 1.28
"7" "tdkd" 16 0.62 NA 0.52 NA 16 5 16 4 100 1
"8" "tdku" 39 0.03 NA 0.98 NA 20 7 18 7 100 1.95
"9" "tdp" 298 0 0 1 NA 256 19 256 14 100 1.16
"10" "tdtd" 21 0.88 NA 0.18 NA 26 4 26 4 100 0.81
"11" "tukd" 26 0.75 NA 0.33 NA 29 6 28 5 100 0.9
"12" "tuku" 0 1 NA 0.73 NA 0 1 0 0 100 NA
"13" "tup" 177 0.05 NA 0.95 NA 139 23 140 21 100 1.27
"14" "tutd" 62 0.33 NA 0.7 NA 58 12 57 9 100 1.07
"15" "tutu" 1075 0 0 1 NA 772 44 770 42 100 1.39
