"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 31 15 26 13 100 4.81
"2" "kukd" 234 0 0 1 NA 101 19 105 15 100 2.32
"3" "kuku" 1009 0 0 1 NA 466 30 465 33 100 2.17
"4" "pkd" 566 0 0 1 NA 222 25 222 22 100 2.55
"5" "pku" 1103 0 0 1 NA 574 58 576 45 100 1.92
"6" "pp" 11934 0 0 1 NA 2058 64 2057 56 100 5.8
"7" "tdkd" 37 0.21 NA 0.81 NA 28 12 25 10 100 1.32
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 236 22 236 23 100 2.83
"10" "tdtd" 133 0.01 NA 0.99 NA 50 25 44 19 100 2.66
"11" "tukd" 46 0.29 NA 0.73 NA 41 8 41 9 100 1.12
"12" "tuku" 0 1 NA 0.66 NA 0 1 0 0 100 NA
"13" "tup" 101 0.99 NA 0.01 NA 159 18 160 17 100 0.64
"14" "tutd" 44 0.22 NA 0.81 NA 37 8 36 8 100 1.19
"15" "tutu" 1600 0 0 1 NA 919 47 918 48 100 1.74
