"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.08 NA 0.94 NA 24 5 24 4 50 1.38
"2" "kukd" 305 0 0 1 NA 195 26 200 19 50 1.56
"3" "kuku" 1719 0 0 1 NA 1137 59 1142 61 50 1.51
"4" "pkd" 538 0 0 1 NA 401 39 404 24 50 1.34
"5" "pku" 2067 0 0 1 NA 1548 85 1566 86 50 1.34
"6" "pp" 6202 0 0 1 NA 4764 91 4762 80 50 1.3
"7" "tdkd" 35 0.36 NA 0.72 NA 31 6 32 7 50 1.13
"8" "tdku" 52 0.12 NA 0.9 NA 40 9 40 9 50 1.3
"9" "tdp" 545 0.24 NA 0.78 NA 524 23 522 26 50 1.04
"10" "tdtd" 44 0.52 NA 0.52 NA 45 7 44 7 50 0.98
"11" "tukd" 102 0.56 NA 0.5 NA 104 10 102 8 50 0.98
"12" "tuku" 1 0.66 NA 0.68 NA 1 1 1 1 50 1
"13" "tup" 541 0.12 NA 0.88 NA 494 32 494 34 50 1.1
"14" "tutd" 114 0.62 NA 0.38 NA 121 19 122 19 50 0.94
"15" "tutu" 4146 0 0 1 NA 3039 95 3056 78 50 1.36
