"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
26 203 1159 412 1417 4661 35 40 495 42 106 511 104 3001 NA
30 196 1194 399 1468 4832 21 48 521 38 97 461 100 3100 NA
26 214 1109 417 1609 4766 26 44 495 53 126 545 125 3128 NA
20 229 1054 433 1516 4986 27 45 548 54 98 444 137 2935 1
24 199 1135 434 1686 4814 30 40 538 33 115 459 121 2827 1
37 214 1209 396 1614 4710 40 39 491 53 104 436 135 3135 1
22 190 1068 382 1476 4764 34 43 511 49 106 466 127 3086 NA
34 220 1183 362 1575 5014 38 30 537 35 91 496 106 3114 NA
34 213 1241 415 1692 4774 37 29 534 49 107 562 132 3089 1
17 206 1115 393 1459 4706 39 40 504 57 91 498 124 3144 1
31 188 1145 389 1545 4664 31 40 498 39 119 500 111 2934 3
23 195 1085 392 1585 4873 26 37 526 45 108 519 123 2826 1
24 165 1164 351 1527 4930 32 38 494 52 116 502 117 3120 NA
25 212 1101 411 1398 4558 17 40 519 45 114 511 100 3061 1
28 178 1229 427 1594 4808 29 42 527 39 103 484 63 3270 NA
26 194 1185 348 1492 4787 35 53 546 46 102 472 111 2946 2
18 191 1157 400 1415 4703 31 35 504 43 103 560 124 3060 2
23 232 1169 432 1687 4858 29 25 514 51 92 491 134 3070 5
27 207 1099 425 1497 4599 33 47 535 53 108 497 146 3010 3
26 195 1146 199 1544 4756 34 30 545 36 98 463 126 2838 2
27 195 1209 367 1633 4772 19 52 515 34 97 509 136 3051 4
23 220 1159 423 1570 4841 28 38 552 32 106 477 112 2894 NA
24 217 1103 426 1542 4716 26 34 522 46 120 489 125 2931 6
22 204 1185 377 1626 4753 24 26 555 60 97 461 134 3114 2
16 205 1249 425 1585 4763 41 44 528 41 101 489 161 2969 1
23 180 1110 419 1623 4761 22 53 503 47 102 518 125 3209 1
21 226 1067 416 1554 4826 31 53 517 42 123 508 113 3071 1
18 206 993 404 1372 4724 32 38 521 45 91 543 122 3072 NA
33 241 1153 442 1553 4721 35 30 496 47 98 462 106 3020 1
22 184 1181 404 1619 4679 29 19 548 38 95 451 87 3019 2
26 202 1048 408 1323 4811 25 53 559 44 102 526 121 3007 1
13 208 1240 432 1642 4658 35 46 550 40 100 468 116 2993 NA
29 185 1112 392 1482 4747 34 43 487 62 125 474 136 3070 4
17 189 1140 379 1593 4672 37 40 541 43 85 449 98 3052 1
24 151 1117 363 1585 4824 38 31 520 43 84 514 107 3043 4
26 212 1108 418 1540 4768 39 17 516 43 92 497 101 3208 NA
22 152 1063 404 1478 4719 27 46 524 50 104 546 138 3093 4
23 188 1092 402 1585 4788 28 34 488 40 101 481 102 2932 NA
22 200 1158 450 1569 4739 43 54 565 45 115 490 133 3058 2
18 186 1112 369 1588 4742 32 33 469 42 99 458 104 2944 1
20 182 1128 443 1644 4720 41 49 530 47 120 462 161 3061 2
29 210 1168 387 1477 4661 38 36 548 55 94 456 110 3173 NA
31 103 1045 407 1441 4783 34 39 521 38 105 486 138 2949 NA
24 180 1082 386 1564 4811 37 49 510 40 104 513 108 3040 1
23 205 1171 480 1677 4867 36 48 525 44 91 460 133 3055 1
28 205 1040 394 1449 4695 15 49 510 41 101 555 139 2925 NA
28 107 1169 400 1583 4829 32 33 558 43 89 540 127 3089 3
15 181 1191 397 1655 4697 30 47 515 58 107 506 168 3039 1
28 196 1212 405 1582 4927 25 45 572 39 115 509 118 3075 NA
26 213 1086 414 1487 4635 37 41 543 46 118 504 105 3077 NA
