"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
6 56 251 99 337 1133 6 2 136 16 21 105 25 550 NA
6 47 243 91 312 1106 18 6 151 28 17 103 22 610 NA
18 42 220 96 342 1112 10 6 153 32 23 92 15 588 NA
25 30 259 116 314 1106 11 8 144 15 18 109 19 592 NA
3 55 218 103 279 1037 10 2 128 43 21 95 16 652 NA
4 50 233 94 312 1127 9 14 141 27 21 103 25 590 NA
11 46 236 49 283 1118 17 3 126 63 22 125 28 692 NA
4 51 232 125 303 1036 2 5 147 20 27 38 19 622 NA
9 52 257 110 151 1111 16 13 173 93 24 89 25 642 NA
7 52 254 92 327 1087 17 6 125 15 8 93 23 649 NA
10 60 257 113 325 1138 15 3 106 26 20 101 19 654 NA
5 47 272 99 329 1087 2 3 134 14 11 88 29 629 1
3 21 249 106 271 1129 9 9 122 19 11 82 31 616 NA
10 52 246 97 303 1051 9 9 133 15 14 95 29 620 1
NA 43 259 106 294 1100 3 6 146 43 26 111 20 620 NA
15 38 256 115 347 1148 9 6 118 33 26 91 12 645 NA
5 45 233 112 302 1082 6 7 145 46 23 88 27 583 1
2 53 239 92 286 1045 20 15 140 134 23 81 22 655 NA
5 42 227 91 299 1048 13 7 152 27 15 107 31 637 1
8 50 253 101 332 1099 16 4 142 20 12 114 26 639 1
12 34 230 108 298 1070 11 5 138 96 15 87 26 646 NA
6 39 253 116 295 1089 10 10 130 13 24 76 20 608 1
7 36 230 96 307 1070 3 7 131 36 17 96 18 667 NA
16 41 257 114 326 1081 15 5 118 64 26 93 26 613 NA
11 40 283 82 318 1086 21 5 60 17 29 102 18 664 NA
21 50 233 109 146 1122 9 5 152 22 31 98 26 690 NA
9 36 233 97 295 1074 21 7 150 26 16 111 17 602 NA
13 53 245 113 304 1143 7 9 158 14 31 95 17 611 1
9 43 257 99 267 1064 12 11 116 52 16 97 16 588 NA
54 50 202 137 268 1067 15 6 123 27 21 97 26 703 NA
10 26 247 105 316 1113 16 11 117 11 26 93 14 670 1
6 40 242 103 323 1041 4 9 110 23 22 119 18 606 NA
2 55 278 113 323 1154 11 9 125 41 26 103 15 650 NA
12 56 264 121 360 1141 12 7 134 22 23 92 19 655 NA
13 53 226 107 314 1124 7 6 148 27 19 102 12 649 1
1 37 227 84 360 1098 26 4 131 14 17 79 21 681 NA
3 45 283 94 302 1098 15 10 131 83 27 120 20 683 NA
20 50 260 120 312 1073 31 6 157 38 17 105 20 635 NA
2 47 257 118 323 1124 21 13 181 29 14 102 30 638 NA
10 56 267 93 331 1082 13 8 119 50 21 114 25 627 NA
41 51 241 93 334 1095 39 14 136 44 22 100 17 602 NA
19 43 251 84 321 1090 29 3 152 23 30 85 29 647 1
15 35 249 66 333 1177 14 11 131 42 20 105 27 583 NA
16 20 250 129 311 1098 5 1 149 28 25 72 17 624 NA
NA 32 254 91 319 1132 13 6 145 38 25 110 18 645 NA
15 48 236 95 313 1093 23 14 165 34 19 103 9 626 NA
20 44 266 110 300 1157 8 14 145 50 29 89 21 657 1
5 55 233 131 366 1005 20 8 58 50 24 92 20 662 NA
17 50 254 119 319 1107 11 11 152 10 22 124 24 610 1
28 66 271 127 334 1063 11 18 129 26 14 83 25 678 NA
2 34 242 100 336 1111 7 4 164 22 7 87 11 583 NA
14 37 221 82 312 1069 10 3 126 25 19 80 29 644 NA
NA 47 266 85 324 1051 1 10 138 39 26 103 19 640 NA
10 49 256 125 353 1090 4 13 175 45 28 93 16 646 NA
11 43 219 105 321 1185 16 8 119 44 23 109 15 613 NA
26 49 281 112 298 1113 16 8 138 41 24 81 21 604 NA
8 39 223 117 289 1128 16 10 139 13 20 106 20 605 NA
8 39 241 138 287 1089 16 10 145 35 15 107 16 699 3
4 40 236 121 289 1133 5 12 124 17 31 116 12 619 NA
14 34 247 126 306 1072 7 9 140 57 17 99 28 649 NA
10 32 252 94 305 1140 30 7 167 17 25 53 18 600 NA
11 67 265 115 311 1085 18 7 131 25 24 43 16 659 NA
10 35 254 104 322 1113 14 5 128 25 23 79 29 606 NA
10 46 229 85 292 1125 16 8 122 23 13 53 21 597 NA
NA 37 261 84 315 1067 10 2 134 18 14 96 20 604 4
13 43 219 118 320 1114 11 5 152 65 26 85 18 582 NA
10 51 210 101 285 1116 5 7 141 53 27 98 19 602 NA
1 51 241 100 275 1083 16 8 141 30 22 88 22 651 NA
27 49 254 111 316 1017 2 9 141 41 25 108 12 641 1
9 52 239 117 269 1100 8 6 133 31 27 108 13 610 1
3 40 238 104 316 1073 13 8 124 74 18 93 20 659 NA
7 55 258 99 309 1078 16 8 149 37 27 92 24 667 NA
11 51 236 121 272 1038 8 5 139 22 25 121 24 652 NA
7 38 245 105 302 1058 6 7 143 43 25 95 17 683 1
13 55 229 102 311 1061 5 7 139 38 15 81 17 650 NA
10 21 254 95 339 1052 28 12 166 54 13 91 20 597 NA
17 51 243 82 313 1041 10 3 155 27 20 95 24 621 1
45 68 284 126 324 1012 5 9 129 24 26 85 18 616 1
14 53 236 96 321 1061 11 3 129 34 30 100 22 632 2
4 51 236 84 276 1066 16 8 152 35 21 104 26 661 1
10 60 241 115 307 1075 12 15 127 100 25 85 23 592 NA
11 39 249 131 305 1128 24 6 169 57 15 87 27 653 NA
17 36 244 109 271 1043 7 5 155 19 21 106 26 647 NA
10 64 257 79 294 1087 22 7 144 38 18 116 22 603 NA
5 38 264 73 306 1084 14 10 117 65 13 105 26 611 NA
22 57 212 112 272 1041 10 10 100 21 20 112 22 650 NA
18 46 271 90 301 1150 23 14 129 40 23 105 20 595 NA
13 42 248 97 298 1026 38 7 150 38 22 116 33 630 NA
6 56 282 110 381 1129 16 6 142 14 22 91 14 626 NA
14 58 264 105 361 1146 9 8 139 12 22 102 18 666 NA
8 51 244 117 340 1141 14 6 140 16 19 91 23 661 NA
9 52 274 98 336 1079 19 5 147 51 21 81 20 637 NA
11 38 233 89 332 1105 12 11 167 46 14 106 12 617 NA
18 34 215 111 130 1093 19 6 142 52 24 98 23 691 2
2 20 268 74 313 1067 19 6 182 44 14 87 20 664 2
8 50 246 114 366 1093 5 9 151 52 22 104 18 651 NA
2 44 273 89 293 1132 13 5 139 32 16 97 22 630 3
11 52 241 94 308 1083 8 9 147 22 13 109 14 650 NA
1 29 265 108 319 1053 13 4 139 29 22 101 15 634 NA
20 52 283 103 333 1095 5 12 135 7 15 46 19 632 1
