"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 42 14 40 14 100 4.43
"2" "kukd" 314 0 0 1 NA 152 22 152 18 100 2.07
"3" "kuku" 1399 0 0 1 NA 733 43 733 47 100 1.91
"4" "pkd" 734 0 0 1 NA 327 23 326 21 100 2.24
"5" "pku" 1514 0 0 1 NA 909 57 904 56 100 1.67
"6" "pp" 14281 0 0 1 NA 3155 77 3144 74 100 4.53
"7" "tdkd" 73 0.02 NA 0.99 NA 41 14 39 13 100 1.78
"8" "tdku" 46 0 0 1 NA 22 7 21 6 100 2.09
"9" "tdp" 861 0 0 1 NA 386 29 384 31 100 2.23
"10" "tdtd" 168 0.01 NA 0.99 NA 93 30 88 32 100 1.81
"11" "tukd" 63 0.54 NA 0.47 NA 63 10 64 11 100 1
"12" "tuku" 1 0.47 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 316 0.03 NA 0.98 NA 255 34 259 27 100 1.24
"14" "tutd" 61 0.68 NA 0.38 NA 65 11 65 10 100 0.94
"15" "tutu" 2400 0 0 1 NA 1546 64 1544 74 100 1.55
