"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 19 53 19 100 3.8
"2" "kukd" 414 0 0 1 NA 215 31 216 28 100 1.93
"3" "kuku" 1935 0 0 1 NA 1111 53 1107 57 100 1.74
"4" "pkd" 924 0 0 1 NA 465 29 466 26 100 1.99
"5" "pku" 2103 0 0 1 NA 1395 75 1400 75 100 1.51
"6" "pp" 17027 0 0 1 NA 4829 107 4832 114 100 3.53
"7" "tdkd" 84 0.0600000000000001 NA 0.94 NA 58 17 57 16 100 1.45
"8" "tdku" 70 0 0 1 NA 35 9 36 8 100 2
"9" "tdp" 1111 0 0 1 NA 617 35 622 33 100 1.8
"10" "tdtd" 223 0.05 NA 0.95 NA 155 38 155 37 100 1.44
"11" "tukd" 102 0.37 NA 0.67 NA 97 14 98 13 100 1.05
"12" "tuku" 1 0.66 NA 0.64 NA 1 2 1 1 100 1
"13" "tup" 521 0 0 1 NA 432 32 436 27 100 1.21
"14" "tutd" 110 0.52 NA 0.5 NA 111 15 110 16 100 0.99
"15" "tutu" 3800 0 0 1 NA 2678 93 2675 110 100 1.42
